desc,jaccard,rbo,kendall_tau
HawkesRanker L=170 p=0.1 beta=1.5676641428336368e-07,0.39514502814749786,0.4111216025618628,0.4186916970852005
HawkesRanker L=170 p=0.5 beta=4.7191393011978844e-08,0.37802227915735603,0.3977527265270742,0.3942537584270739
HawkesRanker L=171 p=0.01 beta=3.116993032534717e-07,0.39871120208201233,0.41126463175069217,0.4106530856542142
HawkesRanker L=171 p=0.1 beta=1.5584965162673584e-07,0.39514502814749786,0.41105254973186395,0.4181703079811868
HawkesRanker L=171 p=0.5 beta=4.6915419953429263e-08,0.3779221613717259,0.39735726303074714,0.39457049625569074
HawkesRanker L=172 p=0.01 beta=3.09887098001998e-07,0.3982923875363612,0.4112260552103711,0.41190195387486833
HawkesRanker L=172 p=0.1 beta=1.54943549000999e-07,0.39449760690664487,0.4108936950210949,0.4191909060181969
HawkesRanker L=172 p=0.5 beta=4.664265588393258e-08,0.37757959071113406,0.39724237606768664,0.39430356794830695
HawkesRanker L=173 p=0.01 beta=3.0809584310025235e-07,0.3985281058143044,0.41128433651434915,0.4118452111551118
HawkesRanker L=173 p=0.1 beta=1.5404792155012618e-07,0.3940237292454113,0.4107436583940318,0.4197676496577393
HawkesRanker L=173 p=0.5 beta=4.637304515627979e-08,0.37734793502634856,0.3973862289288479,0.3945410020123667
HawkesRanker L=174 p=0.01 beta=3.0632517733530836e-07,0.3983351502105031,0.4116274210255729,0.41320901175157976
HawkesRanker L=174 p=0.1 beta=1.5316258866765418e-07,0.3938437435189408,0.4109016409027155,0.4203216244356918
HawkesRanker L=174 p=0.5 beta=4.610653340250807e-08,0.37710543332950425,0.39746346261494914,0.39485818213801166
HawkesRanker L=175 p=0.01 beta=3.045747477505352e-07,0.39845288595967226,0.4117758928976094,0.41349577841357965
HawkesRanker L=175 p=0.1 beta=1.522873738752676e-07,0.39419939493466294,0.4108577388152939,0.41954279096817576
HawkesRanker L=175 p=0.5 beta=4.584306749735088e-08,0.37734100458981046,0.39742429062348034,0.39482079447480445
HawkesRanker L=176 p=0.01 beta=3.028442094110435e-07,0.39839326666694863,0.41178357893521655,0.4134237729767671
HawkesRanker L=176 p=0.1 beta=1.5142210470552174e-07,0.39419939493466294,0.4109594938287302,0.4206869484989886
HawkesRanker L=176 p=0.5 beta=4.558259552293411e-08,0.3774626310557295,0.3973811962254667,0.39457169650974344
HawkesRanker L=177 p=0.01 beta=3.011332251770828e-07,0.3988309045143269,0.4118299260607398,0.41308910993013553
HawkesRanker L=177 p=0.1 beta=1.505666125885414e-07,0.3943861463767612,0.410920865100398,0.42054963725609557
HawkesRanker L=177 p=0.5 beta=4.532506673466895e-08,0.3774626310557295,0.3973406956576657,0.39443504277840047
HawkesRanker L=178 p=0.01 beta=2.994414654850767e-07,0.39864074328176285,0.41195912865195367,0.4134122305289075
HawkesRanker L=178 p=0.1 beta=1.4972073274253836e-07,0.39449626721817715,0.41130060238424326,0.42020884798165586
HawkesRanker L=178 p=0.5 beta=4.5070431528294404e-08,0.3774626310557295,0.3970353255054169,0.39409301987262924
HawkesRanker L=179 p=0.01 beta=2.9776860813599805e-07,0.3988671070240276,0.41198327023179093,0.41325347146124053
HawkesRanker L=179 p=0.1 beta=1.4888430406799903e-07,0.3943567842351011,0.4110782621824836,0.4199890929750377
HawkesRanker L=179 p=0.5 beta=4.48186414080246e-08,0.3774626310557295,0.39693743582837604,0.3937555716410269
HawkesRanker L=18 p=0.01 beta=2.961143380907981e-06,0.35026813733284545,0.3792764696712428,0.37893022468474985
HawkesRanker L=18 p=0.1 beta=1.4805716904539905e-06,0.37715023495704875,0.39687178142541574,0.3990090694892492
HawkesRanker L=18 p=0.5 beta=4.4569648955757796e-07,0.3977251046921926,0.41135034663620734,0.41113835456650694
HawkesRanker L=180 p=0.01 beta=2.961143380907981e-07,0.39868229261486376,0.41197085035222086,0.41319400005809526
HawkesRanker L=180 p=0.1 beta=1.4805716904539905e-07,0.3945774239837185,0.41107434054353814,0.4204351959367634
HawkesRanker L=180 p=0.5 beta=4.45696489557578e-08,0.3773510446692686,0.39691242560622986,0.3937728113140736
HawkesRanker L=181 p=0.01 beta=2.944783472726169e-07,0.39860713220401434,0.411823592818153,0.4126242669837869
HawkesRanker L=181 p=0.1 beta=1.4723917363630844e-07,0.39435214867010393,0.4111312866895317,0.4217163117767875
HawkesRanker L=181 p=0.5 beta=4.43234078013061e-08,0.3774511624548988,0.3967786087918695,0.39350737251807416
HawkesRanker L=182 p=0.01 beta=2.9286033437551457e-07,0.39834473264832854,0.4119553942631896,0.41360002639075255
HawkesRanker L=182 p=0.1 beta=1.4643016718775729e-07,0.3942236395035017,0.4109452574169268,0.4216683853393669
HawkesRanker L=182 p=0.5 beta=4.407987259360661e-08,0.3771961043568541,0.396666336346891,0.3934342855636388
HawkesRanker L=183 p=0.01 beta=2.912600046794735e-07,0.39783079224346785,0.4118232218642307,0.41425516515388466
HawkesRanker L=183 p=0.1 beta=1.4563000233973676e-07,0.39382045023105455,0.4109068630959092,0.4222650959662104
HawkesRanker L=183 p=0.5 beta=4.3838998972876525e-08,0.376666069021165,0.39638481891976973,0.39296267942568175
HawkesRanker L=184 p=0.01 beta=2.896770698714329e-07,0.39844161644086457,0.4120623565548576,0.41518259293011567
HawkesRanker L=184 p=0.1 beta=1.4483853493571644e-07,0.3926425939295233,0.41042903705174116,0.42600400216945955
HawkesRanker L=184 p=0.5 beta=4.3600743543676106e-08,0.37638588497619374,0.3964347429504959,0.39330090922938343
HawkesRanker L=185 p=0.01 beta=2.8811124787212786e-07,0.3986386638296545,0.4122384942334294,0.41534481323895484
HawkesRanker L=185 p=0.1 beta=1.4405562393606393e-07,0.3934785659669088,0.4106677683249074,0.42514022539079743
HawkesRanker L=185 p=0.5 beta=4.336506384884543e-08,0.37638588497619374,0.3961870987655069,0.3926973455381191
HawkesRanker L=186 p=0.01 beta=2.865622626685143e-07,0.39904976627255906,0.41218859804209895,0.41478992076264504
HawkesRanker L=186 p=0.1 beta=1.4328113133425714e-07,0.3934785659669088,0.4108290520030118,0.4250676973650622
HawkesRanker L=186 p=0.5 beta=4.313191834428174e-08,0.3762515680295279,0.3961875853931274,0.39308987662703393
HawkesRanker L=187 p=0.01 beta=2.850298441515704e-07,0.3989559260727118,0.412264318759238,0.41481362972274083
HawkesRanker L=187 p=0.1 beta=1.425149220757852e-07,0.3936552444121385,0.410835675685077,0.42488198470430255
HawkesRanker L=187 p=0.5 beta=4.2901266374526226e-08,0.37654603210491067,0.3963269309529663,0.39352714199911715
HawkesRanker L=188 p=0.01 beta=2.8351372795927476e-07,0.39899883369512473,0.4121504536688868,0.41474666391554693
HawkesRanker L=188 p=0.1 beta=1.4175686397963738e-07,0.39366811566212034,0.4108407898049346,0.42458864928722595
HawkesRanker L=188 p=0.5 beta=4.267306814912981e-08,0.37641600900668976,0.396291715506844,0.3936422384575555
HawkesRanker L=189 p=0.01 beta=2.820136553245696e-07,0.39933536406699083,0.4120937288157156,0.41442550290743047
HawkesRanker L=189 p=0.1 beta=1.410068276622848e-07,0.3933274100671514,0.4107471094336656,0.4247596372630209
HawkesRanker L=189 p=0.5 beta=4.244728471976933e-08,0.3763127200694785,0.3961023537110765,0.3934649507952066
HawkesRanker L=19 p=0.01 beta=2.805293729281245e-06,0.35205444367644495,0.37883838447424245,0.37318004467371474
HawkesRanker L=19 p=0.1 beta=1.4026468646406225e-06,0.37850765396403563,0.3984650494489541,0.4069121646627516
HawkesRanker L=19 p=0.5 beta=4.2223877958086334e-07,0.3963566757536678,0.4114087039051907,0.41083467452008643
HawkesRanker L=190 p=0.01 beta=2.805293729281245e-07,0.39933536406699083,0.41212154066012924,0.41424299344439564
HawkesRanker L=190 p=0.1 beta=1.4026468646406224e-07,0.3930695303318979,0.41085049206014645,0.4257729547545606
HawkesRanker L=190 p=0.5 beta=4.222387795808634e-08,0.3762247632677408,0.3960739772239986,0.39343378249595257
HawkesRanker L=191 p=0.01 beta=2.7906063275572595e-07,0.3994936071885579,0.41229794598404085,0.414022257071128
HawkesRanker L=191 p=0.1 beta=1.3953031637786297e-07,0.393169648117528,0.41082957172931367,0.42570885520590435
HawkesRanker L=191 p=0.5 beta=4.200281053422201e-08,0.3763441962493646,0.39617525001173026,0.3942757724262156
HawkesRanker L=192 p=0.01 beta=2.776071919601232e-07,0.3990130407431735,0.41229057514441253,0.41407373776852846
HawkesRanker L=192 p=0.1 beta=1.388035959800616e-07,0.39307616745867635,0.4109583267024025,0.42572985686735704
HawkesRanker L=192 p=0.5 beta=4.1784045896022934e-08,0.3763441962493646,0.39605167139781466,0.3934521313392585
HawkesRanker L=193 p=0.01 beta=2.761688127271692e-07,0.3989057057007938,0.4119350949858537,0.41306944819123653
HawkesRanker L=193 p=0.1 beta=1.380844063635846e-07,0.39307616745867635,0.4111122582614149,0.4258216304447439
HawkesRanker L=193 p=0.5 beta=4.1567548248893286e-08,0.37608156952914074,0.39604653410276647,0.39355914631979455
HawkesRanker L=194 p=0.01 beta=2.7474526214610134e-07,0.39881608619959036,0.4118953885973967,0.4131889962380042
HawkesRanker L=194 p=0.1 beta=1.3737263107305067e-07,0.3932141449111414,0.411047102061301,0.42571156169417906
HawkesRanker L=194 p=0.5 beta=4.135328253627012e-08,0.37596464996979756,0.39581157133835726,0.3925794120078484
HawkesRanker L=195 p=0.01 beta=2.733363120838136e-07,0.3984496547933213,0.4116097078825595,0.4129620560579227
HawkesRanker L=195 p=0.1 beta=1.366681560419068e-07,0.39279451715191493,0.411031905592053,0.42580364546787164
HawkesRanker L=195 p=0.5 beta=4.1141214420699506e-08,0.37596464996979756,0.39585117686487464,0.3925968651530108
HawkesRanker L=196 p=0.01 beta=2.7194173906297785e-07,0.398629425291113,0.4116239862605423,0.4130461109171823
HawkesRanker L=196 p=0.1 beta=1.3597086953148892e-07,0.39277838196625736,0.41097383793454667,0.42537778812133037
HawkesRanker L=196 p=0.5 beta=4.0931310265491854e-08,0.37590005785003616,0.39592489190735003,0.3928802828181046
HawkesRanker L=197 p=0.01 beta=2.7056132414387643e-07,0.3987762977878088,0.4115877880505859,0.412636733657407
HawkesRanker L=197 p=0.1 beta=1.3528066207193821e-07,0.39278698937769163,0.410912070946171,0.424927446506681
HawkesRanker L=197 p=0.5 beta=4.072353711693606e-08,0.37567354702281863,0.3958034199412156,0.3927060182381631
HawkesRanker L=198 p=0.01 beta=2.6919485280981645e-07,0.3985353726352229,0.4116501863867854,0.4132167271661488
HawkesRanker L=198 p=0.1 beta=1.3459742640490823e-07,0.3930676065897296,0.41092407149557053,0.4243873363353421
HawkesRanker L=198 p=0.5 beta=4.0517862687052546e-08,0.3751722687138894,0.39583366193522296,0.3933164682638108
HawkesRanker L=199 p=0.01 beta=2.6784211485599825e-07,0.39864419631525566,0.4115519847041814,0.4117114133825215
HawkesRanker L=199 p=0.1 beta=1.3392105742799912e-07,0.392820256766408,0.4112218927027606,0.42514157863265345
HawkesRanker L=199 p=0.5 beta=4.031425533686635e-08,0.3751722687138894,0.39585981815558596,0.39311491252835695
HawkesRanker L=2 p=0.01 beta=2.6650290428171828e-05,0.3031677934237827,0.3329432226197692,0.30515662311574415
HawkesRanker L=2 p=0.1 beta=1.3325145214085914e-05,0.314550799141752,0.34375647160710876,0.32397880898967507
HawkesRanker L=2 p=0.5 beta=4.011268406018202e-06,0.34257769723400927,0.37321421699561,0.36683732430536226
HawkesRanker L=20 p=0.01 beta=2.6650290428171827e-06,0.3534820213653817,0.37900958838554055,0.3784474846406399
HawkesRanker L=20 p=0.1 beta=1.3325145214085913e-06,0.3811436291201311,0.39946696123910885,0.4060783189482807
HawkesRanker L=20 p=0.5 beta=4.011268406018202e-07,0.3958772748785339,0.41098771475391804,0.41143655438611865
HawkesRanker L=200 p=0.01 beta=2.665029042817183e-07,0.39875161539793974,0.41148403002846906,0.41168450306171106
HawkesRanker L=200 p=0.1 beta=1.3325145214085915e-07,0.39257839649960496,0.41121230496174127,0.4248778443452012
HawkesRanker L=200 p=0.5 beta=4.011268406018202e-08,0.375175145041854,0.3958116678262224,0.39288033823553314
HawkesRanker L=201 p=0.01 beta=2.6517701918578935e-07,0.39882713547020526,0.4116827312036262,0.41302540750567357
HawkesRanker L=201 p=0.1 beta=1.3258850959289468e-07,0.39244008761571303,0.4110009976601657,0.42425333160598633
HawkesRanker L=201 p=0.5 beta=3.9913118467842806e-08,0.37528673142831487,0.39581064586003567,0.392895713496047
HawkesRanker L=202 p=0.01 beta=2.638642616650676e-07,0.39902344485379376,0.41145209671276783,0.41225331521711
HawkesRanker L=202 p=0.1 beta=1.319321308325338e-07,0.39254020540134316,0.4108846673937883,0.42339305709038166
HawkesRanker L=202 p=0.5 beta=3.9715528772457445e-08,0.37528673142831487,0.39586425170648604,0.391934637669735
HawkesRanker L=203 p=0.01 beta=2.6256443771597857e-07,0.3986150514114049,0.411163616088496,0.4122159721456466
HawkesRanker L=203 p=0.1 beta=1.3128221885798929e-07,0.3924625739632877,0.410932065426421,0.42331011623927417
HawkesRanker L=203 p=0.5 beta=3.951988577357834e-08,0.37527747684308854,0.39565733313329904,0.3910701465052494
HawkesRanker L=204 p=0.01 beta=2.6127735713893947e-07,0.3984338283679911,0.41113874767158715,0.4117272313981324
HawkesRanker L=204 p=0.1 beta=1.3063867856946973e-07,0.3925604266406457,0.4108717026668677,0.42293456813343
HawkesRanker L=204 p=0.5 beta=3.9326160843315706e-08,0.37527747684308854,0.3955520904737947,0.3908890732597668
HawkesRanker L=205 p=0.01 beta=2.6000283344557883e-07,0.39884195773371756,0.41116660040274705,0.41151343801516715
HawkesRanker L=205 p=0.1 beta=1.3000141672278941e-07,0.3921025283413423,0.4108185935385858,0.42453127321997824
HawkesRanker L=205 p=0.5 beta=3.9134325912372704e-08,0.37516275057995235,0.3955570631473777,0.39093533390873475
HawkesRanker L=206 p=0.01 beta=2.587406837686585e-07,0.39894207551934774,0.41107962642591356,0.4094044422143632
HawkesRanker L=206 p=0.1 beta=1.2937034188432926e-07,0.3917062814786643,0.4108244460930854,0.42527441079258843
HawkesRanker L=206 p=0.5 beta=3.8944353456487394e-08,0.37516275057995235,0.3955113779121529,0.39086575763635517
HawkesRanker L=207 p=0.01 beta=2.5749072877460703e-07,0.39884947186527864,0.4110957277700564,0.40897492061045115
HawkesRanker L=207 p=0.1 beta=1.2874536438730351e-07,0.3917062814786643,0.41085481410144237,0.4255216829268813
HawkesRanker L=207 p=0.5 beta=3.875621648326765e-08,0.37514153766121294,0.39553710478198795,0.39078866957040964
HawkesRanker L=208 p=0.01 beta=2.562527925785753e-07,0.39921485153138364,0.411533493154739,0.41003701775383944
HawkesRanker L=208 p=0.1 beta=1.2812639628928764e-07,0.39148667383856195,0.41067660290294705,0.4247616985178801
HawkesRanker L=208 p=0.5 beta=3.856988851940579e-08,0.37533305001099204,0.3955302992386379,0.38950575788805025
HawkesRanker L=209 p=0.01 beta=2.5502670266193134e-07,0.3993475349487498,0.41156630987257786,0.4099795238972323
HawkesRanker L=209 p=0.1 beta=1.2751335133096567e-07,0.39165493902449494,0.4106311337371342,0.42409611771076394
HawkesRanker L=209 p=0.5 beta=3.8385343598260306e-08,0.37533305001099204,0.39522564256562576,0.3892281321786013
HawkesRanker L=21 p=0.01 beta=2.5381228979211266e-06,0.35483364310678206,0.3790681084927672,0.3782549705280961
HawkesRanker L=21 p=0.1 beta=1.2690614489605633e-06,0.3809694509878831,0.40013654938580817,0.4078037997434222
HawkesRanker L=21 p=0.5 beta=3.82025562477924e-07,0.39629792406297,0.4103641601289155,0.4107522443842247
HawkesRanker L=210 p=0.01 beta=2.5381228979211267e-07,0.3993475349487498,0.41179037074957975,0.4107815923531334
HawkesRanker L=210 p=0.1 beta=1.2690614489605633e-07,0.3914232562881468,0.4105675125532875,0.4247828989573952
HawkesRanker L=210 p=0.5 beta=3.82025562477924e-08,0.37517806891868527,0.39521785580170726,0.3893091920467425
HawkesRanker L=211 p=0.01 beta=2.5260938794475666e-07,0.3994775580469707,0.41187087133278616,0.41136342438950335
HawkesRanker L=211 p=0.1 beta=1.2630469397237833e-07,0.3915578684368932,0.41057049056394,0.4244905926555167
HawkesRanker L=211 p=0.5 beta=3.802150147884552e-08,0.37517806891868527,0.3952071480171479,0.38947794799699487
HawkesRanker L=212 p=0.01 beta=2.5141783422803613e-07,0.3995472763145689,0.4120114890928009,0.41135454389093606
HawkesRanker L=212 p=0.1 beta=1.2570891711401807e-07,0.3913704822071042,0.4103597949091122,0.4245450049653036
HawkesRanker L=212 p=0.5 beta=3.784215477375662e-08,0.3746981864912566,0.3951666386307019,0.38969563971444654
HawkesRanker L=213 p=0.01 beta=2.502374688091251e-07,0.3999342862422149,0.41186750737494293,0.4109158957563461
HawkesRanker L=213 p=0.1 beta=1.2511873440456256e-07,0.39156262741795034,0.41040519583144985,0.42428518059770315
HawkesRanker L=213 p=0.5 beta=3.766449207528828e-08,0.3745864530871587,0.395036212850582,0.3896102885145644
HawkesRanker L=214 p=0.01 beta=2.4906813484272737e-07,0.39983186395512516,0.41190565289678127,0.4117793953071128
HawkesRanker L=214 p=0.1 beta=1.2453406742136369e-07,0.3914211217172189,0.4104278964290935,0.42440227504289524
HawkesRanker L=214 p=0.5 beta=3.748848977587105e-08,0.3745864530871587,0.3950356983188807,0.38979475701984334
HawkesRanker L=215 p=0.01 beta=2.479096784015984e-07,0.3994229795533079,0.4118370631751341,0.41211170044465023
HawkesRanker L=215 p=0.1 beta=1.239548392007992e-07,0.3920698713444679,0.410698799463918,0.42428735792958994
HawkesRanker L=215 p=0.5 beta=3.7314124707146064e-08,0.3747484083286193,0.39505184965420287,0.38933793808652745
HawkesRanker L=216 p=0.01 beta=2.4676194840899843e-07,0.399130121645609,0.4119116463603591,0.41386396862984953
HawkesRanker L=216 p=0.1 beta=1.2338097420449921e-07,0.3919436724550182,0.41071604078206375,0.4243749109316351
HawkesRanker L=216 p=0.5 beta=3.7141374129798166e-08,0.374903389420926,0.3950744021611661,0.38962660311535663
HawkesRanker L=217 p=0.01 beta=2.4562479657301226e-07,0.3998959996370655,0.41264755200937514,0.41399184055113
HawkesRanker L=217 p=0.1 beta=1.2281239828650613e-07,0.39198740375316643,0.4110523754982283,0.4258816357236373
HawkesRanker L=217 p=0.5 beta=3.697021572367006e-08,0.3748456513669293,0.39491270617856494,0.3891730932676564
HawkesRanker L=218 p=0.01 beta=2.444980773226773e-07,0.39979532815830215,0.4125149558524534,0.4139404598388873
HawkesRanker L=218 p=0.1 beta=1.2224903866133866e-07,0.39203432385309006,0.4110291634799447,0.4257395197254916
HawkesRanker L=218 p=0.5 beta=3.680062757814864e-08,0.37486387071607513,0.39494892716141233,0.3894054612090901
HawkesRanker L=219 p=0.01 beta=2.433816477458614e-07,0.39949937558319765,0.41285270323634743,0.41400595444028787
HawkesRanker L=219 p=0.1 beta=1.216908238729307e-07,0.3917982936877313,0.4109994829760067,0.4256962301553165
HawkesRanker L=219 p=0.5 beta=3.663258818281463e-08,0.3749793468240684,0.3947324058034313,0.38884670575550945
HawkesRanker L=22 p=0.01 beta=2.422753675288348e-06,0.3571470045132163,0.38044266047284747,0.381509314727946
HawkesRanker L=22 p=0.1 beta=1.211376837644174e-06,0.3806582816042625,0.40057172599683616,0.41098649444486685
HawkesRanker L=22 p=0.5 beta=3.646607641834729e-07,0.3978563559733461,0.41084439850440346,0.41006907460927516
HawkesRanker L=220 p=0.01 beta=2.422753675288348e-07,0.40145354626528346,0.4145657164324828,0.4139243157300668
HawkesRanker L=220 p=0.1 beta=1.211376837644174e-07,0.3918714020098953,0.4109992813171142,0.4256322020133003
HawkesRanker L=220 p=0.5 beta=3.646607641834729e-08,0.37500526646129545,0.3946952230621768,0.38859018696567055
HawkesRanker L=221 p=0.01 beta=2.411790988974826e-07,0.40112939205141385,0.4143853062930763,0.4145756896880147
HawkesRanker L=221 p=0.1 beta=1.205895494487413e-07,0.3915769379345125,0.4109315628622225,0.4256999912766202
HawkesRanker L=221 p=0.5 beta=3.6301071547676034e-08,0.374870654312549,0.39465677183804754,0.38714846375566936
HawkesRanker L=222 p=0.01 beta=2.4009270656010657e-07,0.40136128797850107,0.41435541592572667,0.4145773377092476
HawkesRanker L=222 p=0.1 beta=1.2004635328005328e-07,0.39180537557461087,0.41112039732840033,0.42663576462958824
HawkesRanker L=222 p=0.5 beta=3.613755320737119e-08,0.374534123940683,0.39436564726845674,0.38748388929843064
HawkesRanker L=223 p=0.01 beta=2.3901605765176525e-07,0.40122522403507727,0.4143402979129052,0.414662448665596
HawkesRanker L=223 p=0.1 beta=1.1950802882588262e-07,0.39166910953728473,0.41110623676614916,0.425540918383825
HawkesRanker L=223 p=0.5 beta=3.5975501399266384e-08,0.3744132386886837,0.39428894353747773,0.3872558604982532
HawkesRanker L=224 p=0.01 beta=2.379490216801056e-07,0.40134394077693114,0.4143370954853172,0.4144730972498879
HawkesRanker L=224 p=0.1 beta=1.189745108400528e-07,0.3918373747232178,0.4107277461583458,0.4244209300452085
HawkesRanker L=224 p=0.5 beta=3.581489648230537e-08,0.37308897224014065,0.3938306990293823,0.3876352059540543
HawkesRanker L=225 p=0.01 beta=2.3689147047263847e-07,0.40161333438149965,0.41434245576569834,0.4136402363700868
HawkesRanker L=225 p=0.1 beta=1.1844573523631923e-07,0.39200588701187145,0.4099054495032575,0.42078634853120284
HawkesRanker L=225 p=0.5 beta=3.565571916460624e-08,0.37296808698814143,0.39382815304727026,0.3882753426448433
HawkesRanker L=226 p=0.01 beta=2.358432781254144e-07,0.4010583142151721,0.41459562119257815,0.41468337679412914
HawkesRanker L=226 p=0.1 beta=1.179216390627072e-07,0.3918375362899757,0.4098245600628897,0.4205399606880426
HawkesRanker L=226 p=0.5 beta=3.54979504957363e-08,0.37296808698814143,0.3938046906319072,0.38828346225117605
HawkesRanker L=227 p=0.01 beta=2.3480432095305576e-07,0.4007287290668744,0.41456259920802946,0.41468610085348817
HawkesRanker L=227 p=0.1 beta=1.1740216047652788e-07,0.3918552041344987,0.40987049712902357,0.42172524407630824
HawkesRanker L=227 p=0.5 beta=3.5341571859191204e-08,0.37249166213938995,0.39372261793365176,0.38887490309383743
HawkesRanker L=228 p=0.01 beta=2.3377447744010376e-07,0.4010442262904988,0.4147040857333035,0.4137465543519673
HawkesRanker L=228 p=0.1 beta=1.1688723872005188e-07,0.3917335776685797,0.40983158433061156,0.4211244998626985
HawkesRanker L=228 p=0.5 beta=3.518656496507195e-08,0.3724209917792363,0.3937524184792957,0.38888869660635245
HawkesRanker L=229 p=0.01 beta=2.327536281936404e-07,0.4012681765605391,0.41487638522843134,0.41354782730087436
HawkesRanker L=229 p=0.1 beta=1.163768140968202e-07,0.39160722561243955,0.4098088712417777,0.42117957313929894
HawkesRanker L=229 p=0.5 beta=3.503291184295373e-08,0.3724209917792363,0.3937296972693829,0.38864950088874406
HawkesRanker L=23 p=0.01 beta=2.317416558971463e-06,0.3584302271819949,0.3830836530542038,0.38590793109991406
HawkesRanker L=23 p=0.1 beta=1.1587082794857316e-06,0.38271228991774386,0.4010657294377935,0.4100298172738486
HawkesRanker L=23 p=0.5 beta=3.4880594834940885e-07,0.3997024503538594,0.4122897886558087,0.4117399168671049
HawkesRanker L=230 p=0.01 beta=2.3174165589714633e-07,0.40098457939468746,0.4146762789341045,0.4131068483404907
HawkesRanker L=230 p=0.1 beta=1.1587082794857317e-07,0.39160722561243955,0.40991812133403677,0.4215972582966899
HawkesRanker L=230 p=0.5 beta=3.4880594834940886e-08,0.37240837189029136,0.3936635232381495,0.38866205779037183
HawkesRanker L=231 p=0.01 beta=2.3073844526555694e-07,0.40124156622411244,0.41469082367973087,0.4123044808177846
HawkesRanker L=231 p=0.1 beta=1.1536922263277847e-07,0.39149549220834173,0.40986426044138663,0.42162099056611524
HawkesRanker L=231 p=0.5 beta=3.472959658890218e-08,0.37229364562715517,0.3935434929868822,0.389092255228382
HawkesRanker L=232 p=0.01 beta=2.2974388300148127e-07,0.40124156622411244,0.4148234252829207,0.41231199132590096
HawkesRanker L=232 p=0.1 beta=1.1487194150074064e-07,0.39171915698473114,0.409518123832427,0.42016428914124027
HawkesRanker L=232 p=0.5 beta=3.457990005188105e-08,0.37210224397815633,0.3935422677841324,0.38951921037796394
HawkesRanker L=233 p=0.01 beta=2.2875785775254788e-07,0.40133475925016765,0.41487883447903856,0.41311955755933016
HawkesRanker L=233 p=0.1 beta=1.1437892887627394e-07,0.3914317627074766,0.4094691289186791,0.4202339236686717
HawkesRanker L=233 p=0.5 beta=3.443148846367555e-08,0.37210224397815633,0.39355593195043753,0.3896589222422383
HawkesRanker L=234 p=0.01 beta=2.2778026006984468e-07,0.4012441549192806,0.414902807644834,0.41369715998775225
HawkesRanker L=234 p=0.1 beta=1.1389013003492234e-07,0.39172100155793843,0.409441952161495,0.41967078338299824
HawkesRanker L=234 p=0.5 beta=3.4284345350582925e-08,0.37210224397815633,0.39356445672449075,0.3895710440694803
HawkesRanker L=235 p=0.01 beta=2.268109823674198e-07,0.40129107501920425,0.4149502181881567,0.41416481687903933
HawkesRanker L=235 p=0.1 beta=1.134054911837099e-07,0.391761943087136,0.409587250165001,0.41972662721665505
HawkesRanker L=235 p=0.5 beta=3.4138454519303846e-08,0.371685405222095,0.3934076266275657,0.39020102168312504
HawkesRanker L=236 p=0.01 beta=2.258499188828121e-07,0.4008696740491702,0.4143159894331124,0.4149284862401714
HawkesRanker L=236 p=0.1 beta=1.1292495944140604e-07,0.39189626003380185,0.40946010546999273,0.41941807735361764
HawkesRanker L=236 p=0.5 beta=3.399380005100171e-08,0.3717855014352654,0.3933726072853844,0.3909440154261062
HawkesRanker L=237 p=0.01 beta=2.2489696563858082e-07,0.40155927367869915,0.4141170241713935,0.4143563820768914
HawkesRanker L=237 p=0.1 beta=1.1244848281929041e-07,0.3916924002893061,0.4094796391228962,0.42033766133573464
HawkesRanker L=237 p=0.5 beta=3.385036629551225e-08,0.3717855014352654,0.3930306260180293,0.3909315013647773
HawkesRanker L=238 p=0.01 beta=2.2395202040480526e-07,0.40158078235898803,0.41421816059430866,0.4140757715808752
HawkesRanker L=238 p=0.1 beta=1.1197601020240263e-07,0.39185435553076653,0.409725680213866,0.4201633870985917
HawkesRanker L=238 p=0.5 beta=3.370813786569918e-08,0.3713429305537881,0.3930037521615635,0.39117006284749245
HawkesRanker L=239 p=0.01 beta=2.2301498266252575e-07,0.40177190388688216,0.41443325939490105,0.41366553935135614
HawkesRanker L=239 p=0.1 beta=1.1150749133126287e-07,0.3914859867462681,0.4094208034432459,0.4193616143028418
HawkesRanker L=239 p=0.5 beta=3.356709963195148e-08,0.37111489375889245,0.3928105408462578,0.39126093443691506
HawkesRanker L=24 p=0.01 beta=2.2208575356809857e-06,0.36025922292577495,0.3837852666526252,0.38575131773565213
HawkesRanker L=24 p=0.1 beta=1.1104287678404928e-06,0.3816063430708784,0.3997594677060316,0.41279502686143094
HawkesRanker L=24 p=0.5 beta=3.3427236716818347e-07,0.4010129917511814,0.41269475831776514,0.411903493139589
HawkesRanker L=240 p=0.01 beta=2.2208575356809856e-07,0.40181846444581015,0.41437897158757475,0.413630782309995
HawkesRanker L=240 p=0.1 beta=1.1104287678404928e-07,0.3914859867462681,0.40929644919111835,0.419451029151949
HawkesRanker L=240 p=0.5 beta=3.342723671681835e-08,0.37085074836876764,0.39269352882878034,0.3913228322991182
HawkesRanker L=241 p=0.01 beta=2.211642359184384e-07,0.39993389436336024,0.41245587161934544,0.4114622046142775
HawkesRanker L=241 p=0.1 beta=1.105821179592192e-07,0.39138531526750475,0.4093561873115644,0.41901840668033885
HawkesRanker L=241 p=0.5 beta=3.328853448977761e-08,0.3710449005063826,0.39260334336315317,0.3908905215616707
