,L,mu,theta,forget_func,jaccard_sim
0,350.0,0.5,0.1,exp,0.3333333333333333
1,350.0,0.5,0.11578947368421054,exp,0.3333333333333333
2,350.0,0.5,0.13157894736842107,exp,0.3333333333333333
3,350.0,0.5,0.1473684210526316,exp,0.3333333333333333
4,350.0,0.5,0.1631578947368421,exp,0.3333333333333333
5,350.0,0.5,0.17894736842105266,exp,0.3333333333333333
6,350.0,0.5,0.19473684210526318,exp,0.3333333333333333
7,350.0,0.5,0.21052631578947373,exp,0.3333333333333333
8,350.0,0.5,0.22631578947368425,exp,0.3333333333333333
9,350.0,0.5,0.24210526315789477,exp,0.3333333333333333
10,350.0,0.5,0.2578947368421053,exp,0.3333333333333333
11,350.0,0.5,0.27368421052631586,exp,0.3333333333333333
12,350.0,0.5,0.2894736842105263,exp,0.3333333333333333
13,350.0,0.5,0.3052631578947369,exp,0.3333333333333333
14,350.0,0.5,0.3210526315789474,exp,0.3333333333333333
15,350.0,0.5,0.33684210526315794,exp,0.3333333333333333
16,350.0,0.5,0.3526315789473685,exp,0.3333333333333333
17,350.0,0.5,0.368421052631579,exp,0.3333333333333333
18,350.0,0.5,0.38421052631578956,exp,0.3333333333333333
19,350.0,0.5,0.4,exp,0.3333333333333333
20,350.0,0.5105263157894737,0.1,exp,0.3333333333333333
21,350.0,0.5105263157894737,0.11578947368421054,exp,0.3333333333333333
22,350.0,0.5105263157894737,0.13157894736842107,exp,0.3333333333333333
23,350.0,0.5105263157894737,0.1473684210526316,exp,0.3333333333333333
24,350.0,0.5105263157894737,0.1631578947368421,exp,0.3333333333333333
25,350.0,0.5105263157894737,0.17894736842105266,exp,0.3333333333333333
26,350.0,0.5105263157894737,0.19473684210526318,exp,0.3333333333333333
27,350.0,0.5105263157894737,0.21052631578947373,exp,0.3333333333333333
28,350.0,0.5105263157894737,0.22631578947368425,exp,0.3333333333333333
29,350.0,0.5105263157894737,0.24210526315789477,exp,0.3333333333333333
30,350.0,0.5105263157894737,0.2578947368421053,exp,0.3333333333333333
31,350.0,0.5105263157894737,0.27368421052631586,exp,0.3333333333333333
32,350.0,0.5105263157894737,0.2894736842105263,exp,0.3333333333333333
33,350.0,0.5105263157894737,0.3052631578947369,exp,0.3333333333333333
34,350.0,0.5105263157894737,0.3210526315789474,exp,0.3333333333333333
35,350.0,0.5105263157894737,0.33684210526315794,exp,0.3333333333333333
36,350.0,0.5105263157894737,0.3526315789473685,exp,0.3333333333333333
37,350.0,0.5105263157894737,0.368421052631579,exp,0.3333333333333333
38,350.0,0.5105263157894737,0.38421052631578956,exp,0.3333333333333333
39,350.0,0.5105263157894737,0.4,exp,0.3333333333333333
40,350.0,0.5210526315789473,0.1,exp,0.3333333333333333
41,350.0,0.5210526315789473,0.11578947368421054,exp,0.3333333333333333
42,350.0,0.5210526315789473,0.13157894736842107,exp,0.3333333333333333
43,350.0,0.5210526315789473,0.1473684210526316,exp,0.3333333333333333
44,350.0,0.5210526315789473,0.1631578947368421,exp,0.3333333333333333
45,350.0,0.5210526315789473,0.17894736842105266,exp,0.3333333333333333
46,350.0,0.5210526315789473,0.19473684210526318,exp,0.3333333333333333
47,350.0,0.5210526315789473,0.21052631578947373,exp,0.3333333333333333
48,350.0,0.5210526315789473,0.22631578947368425,exp,0.3333333333333333
49,350.0,0.5210526315789473,0.24210526315789477,exp,0.3333333333333333
50,350.0,0.5210526315789473,0.2578947368421053,exp,0.3333333333333333
51,350.0,0.5210526315789473,0.27368421052631586,exp,0.3333333333333333
52,350.0,0.5210526315789473,0.2894736842105263,exp,0.3333333333333333
53,350.0,0.5210526315789473,0.3052631578947369,exp,0.3333333333333333
54,350.0,0.5210526315789473,0.3210526315789474,exp,0.3333333333333333
55,350.0,0.5210526315789473,0.33684210526315794,exp,0.3333333333333333
56,350.0,0.5210526315789473,0.3526315789473685,exp,0.3333333333333333
57,350.0,0.5210526315789473,0.368421052631579,exp,0.3333333333333333
58,350.0,0.5210526315789473,0.38421052631578956,exp,0.3333333333333333
59,350.0,0.5210526315789473,0.4,exp,0.3333333333333333
60,350.0,0.531578947368421,0.1,exp,0.3333333333333333
61,350.0,0.531578947368421,0.11578947368421054,exp,0.3333333333333333
62,350.0,0.531578947368421,0.13157894736842107,exp,0.3333333333333333
63,350.0,0.531578947368421,0.1473684210526316,exp,0.3333333333333333
64,350.0,0.531578947368421,0.1631578947368421,exp,0.3333333333333333
65,350.0,0.531578947368421,0.17894736842105266,exp,0.3333333333333333
66,350.0,0.531578947368421,0.19473684210526318,exp,0.3333333333333333
67,350.0,0.531578947368421,0.21052631578947373,exp,0.3333333333333333
68,350.0,0.531578947368421,0.22631578947368425,exp,0.3333333333333333
69,350.0,0.531578947368421,0.24210526315789477,exp,0.3333333333333333
70,350.0,0.531578947368421,0.2578947368421053,exp,0.3333333333333333
71,350.0,0.531578947368421,0.27368421052631586,exp,0.3333333333333333
72,350.0,0.531578947368421,0.2894736842105263,exp,0.3333333333333333
73,350.0,0.531578947368421,0.3052631578947369,exp,0.3333333333333333
74,350.0,0.531578947368421,0.3210526315789474,exp,0.3333333333333333
75,350.0,0.531578947368421,0.33684210526315794,exp,0.3333333333333333
76,350.0,0.531578947368421,0.3526315789473685,exp,0.3333333333333333
77,350.0,0.531578947368421,0.368421052631579,exp,0.3333333333333333
78,350.0,0.531578947368421,0.38421052631578956,exp,0.3333333333333333
79,350.0,0.531578947368421,0.4,exp,0.3333333333333333
80,350.0,0.5421052631578948,0.1,exp,0.3333333333333333
