,L,mu,theta,forget_func,jaccard_sim,rbo
167,14.0,0.9,0.166667,pow,0.2678998561853407,0.29750901075460645
168,14.0,0.9,0.2,exp,0.2695887803011218,0.29892772123607286
169,14.0,0.9,0.2,pow,0.26859929498404456,0.29808921725478205
170,14.0,0.9,0.3,exp,0.27094685828067194,0.3007475480285513
171,14.0,0.9,0.3,pow,0.2707883502908727,0.29964241339606185
172,14.0,0.9,0.4,exp,0.27173601518568113,0.301643811572089
173,14.0,0.9,0.4,pow,0.271151992997812,0.29921652976037205
174,14.0,0.9,0.5,exp,0.2744777108538591,0.3036560328616051
175,14.0,0.9,0.5,pow,0.27600161842746396,0.3029323105490639
176,14.0,0.9,0.6,exp,0.27768910054207757,0.30581794726403905
177,14.0,0.9,0.6,pow,0.2827616124327795,0.30694029349923024
178,14.0,1.0,0.1,exp,0.26235710872163204,0.2904334655767819
179,14.0,1.0,0.1,pow,0.26235710872163204,0.2898609851681592
180,14.0,1.0,0.166667,exp,0.26235710872163204,0.2904334655767819
181,14.0,1.0,0.166667,pow,0.26235710872163204,0.2898609851681592
182,14.0,1.0,0.2,exp,0.26235710872163204,0.2904334655767819
183,14.0,1.0,0.2,pow,0.26235710872163204,0.2898609851681592
184,14.0,1.0,0.3,exp,0.26235710872163204,0.2904334655767819
185,14.0,1.0,0.3,pow,0.26235710872163204,0.2898609851681592
186,14.0,1.0,0.4,exp,0.26235710872163204,0.2904334655767819
187,14.0,1.0,0.4,pow,0.26235710872163204,0.2898609851681592
188,14.0,1.0,0.5,exp,0.26235710872163204,0.2904334655767819
189,14.0,1.0,0.5,pow,0.26235710872163204,0.2898609851681592
190,14.0,1.0,0.6,exp,0.26235710872163204,0.2904334655767819
191,14.0,1.0,0.6,pow,0.26235710872163204,0.2898609851681592
192,21.0,0.2,0.1,exp,0.3248635744883638,0.3446041386238177
193,21.0,0.2,0.1,pow,0.2659499877933087,0.29498124806113485
194,21.0,0.2,0.166667,exp,0.3410298885869141,0.3560462845660354
195,21.0,0.2,0.166667,pow,0.26157520202893614,0.2940368162724497
196,21.0,0.3,0.1,exp,0.31329033967277564,0.3361129081535272
197,21.0,0.3,0.1,pow,0.28164439746315884,0.3054458613549771
198,21.0,0.3,0.166667,exp,0.32123019880448966,0.34077492502904977
199,21.0,0.3,0.166667,pow,0.2764809923246687,0.3043633577823201
200,21.0,0.3,0.2,exp,0.3256585209573727,0.3425179303943373
201,21.0,0.3,0.2,pow,0.2763542417236395,0.3039870216549293
202,21.0,0.4,0.1,exp,0.3025388190281179,0.3267608870874198
203,21.0,0.4,0.1,pow,0.28976871429071466,0.3099628143346947
204,21.0,0.4,0.166667,exp,0.30926543290721425,0.33065650171900046
205,21.0,0.4,0.166667,pow,0.2908482619997718,0.30957601660685213
206,21.0,0.4,0.2,exp,0.31162059497282596,0.33229332077768015
207,21.0,0.4,0.2,pow,0.29010995549801416,0.3101037450565145
208,21.0,0.4,0.3,exp,0.32039243885916424,0.33609533982829437
209,21.0,0.4,0.3,pow,0.2896786048395858,0.3097018842427152
210,21.0,0.5,0.1,exp,0.2934563091547824,0.31774307452318246
211,21.0,0.5,0.1,pow,0.2914512271678934,0.3088527415260842
212,21.0,0.5,0.166667,exp,0.29950725499355907,0.32207277940310486
213,21.0,0.5,0.166667,pow,0.29261676667880443,0.31199570703568624
214,21.0,0.5,0.2,exp,0.30216260197851164,0.32351304935157743
215,21.0,0.5,0.2,pow,0.2933048381698142,0.31264159869303076
216,21.0,0.5,0.3,exp,0.30765717105227924,0.32657962524254647
217,21.0,0.5,0.3,pow,0.2968264972073512,0.3137593957522975
218,21.0,0.5,0.4,exp,0.3154585779227498,0.32987056786827756
219,21.0,0.5,0.4,pow,0.29852912375311647,0.3157546884944635
220,21.0,0.6,0.1,exp,0.2847462779423234,0.3114961451370338
221,21.0,0.6,0.1,pow,0.2878173112361168,0.30863960878465946
222,21.0,0.6,0.166667,exp,0.28901488807674164,0.31418325917906814
223,21.0,0.6,0.166667,pow,0.2924317390993353,0.31084609386338335
224,21.0,0.6,0.2,exp,0.29347499388164894,0.3182438246432171
225,21.0,0.6,0.2,pow,0.29255498478038144,0.3117037783137025
226,21.0,0.6,0.3,exp,0.2990426751447233,0.3214591455591069
227,21.0,0.6,0.3,pow,0.29432584066297407,0.3127007138664174
228,21.0,0.6,0.4,exp,0.3032927416066459,0.32392676835988865
229,21.0,0.6,0.4,pow,0.2947162983326298,0.3138053718379861
230,21.0,0.6,0.5,exp,0.3104427282693083,0.3265683715680089
231,21.0,0.6,0.5,pow,0.2989940137503231,0.3161137487249222
232,21.0,0.7,0.1,exp,0.28285371026004924,0.3085301479590235
233,21.0,0.7,0.1,pow,0.2786503236550865,0.3015584095192706
234,21.0,0.7,0.166667,exp,0.28298004807926896,0.3087669837949738
235,21.0,0.7,0.166667,pow,0.28454724781902063,0.3052915519360448
236,21.0,0.7,0.2,exp,0.2839685832730256,0.3100488662222351
237,21.0,0.7,0.2,pow,0.28849902129784377,0.3091433652451092
238,21.0,0.7,0.3,exp,0.2889591119869046,0.3133671265924495
239,21.0,0.7,0.3,pow,0.29328419209777035,0.31156587108024114
240,21.0,0.7,0.4,exp,0.2956746428854109,0.319198118065513
241,21.0,0.7,0.4,pow,0.2958999412369941,0.3130005193195829
242,21.0,0.7,0.5,exp,0.30005732274825236,0.32169409137378724
243,21.0,0.7,0.5,pow,0.2981012108679813,0.31442231726709324
244,21.0,0.7,0.6,exp,0.3053453754808718,0.3238982058062462
245,21.0,0.7,0.6,pow,0.3004599504351087,0.3167328902507705
246,21.0,0.8,0.1,exp,0.2778041880108224,0.30602076367912817
247,21.0,0.8,0.1,pow,0.27373470656028126,0.2999343027814496
248,21.0,0.8,0.166667,exp,0.27901865248818863,0.30733212219970624
249,21.0,0.8,0.166667,pow,0.2752914243281315,0.30084071892918723
250,21.0,0.8,0.2,exp,0.28063297433222156,0.30791898866673445
251,21.0,0.8,0.2,pow,0.2770163264678991,0.3015423661117823
252,21.0,0.8,0.3,exp,0.28206489831004694,0.3078105737170681
253,21.0,0.8,0.3,pow,0.2811653979676407,0.3032430687137942
254,21.0,0.8,0.4,exp,0.28521269242196506,0.3094577514614737
255,21.0,0.8,0.4,pow,0.29178106408695664,0.31003517350862597
256,21.0,0.8,0.5,exp,0.2906481203182917,0.31468230974801265
257,21.0,0.8,0.5,pow,0.2936657407045235,0.31207683937876873
258,21.0,0.8,0.6,exp,0.29692646835169817,0.3179897893264832
259,21.0,0.8,0.6,pow,0.29555408534461536,0.31401290173528834
260,21.0,0.9,0.1,exp,0.272591909038035,0.3009678430337412
261,21.0,0.9,0.1,pow,0.26847023282131466,0.2960088872404358
262,21.0,0.9,0.166667,exp,0.27407438031143616,0.30224277467395766
263,21.0,0.9,0.166667,pow,0.2695061455640105,0.2981058404138349
264,21.0,0.9,0.2,exp,0.2742956724364006,0.30274043075108464
265,21.0,0.9,0.2,pow,0.27040654549603715,0.2992530778177445
266,21.0,0.9,0.3,exp,0.27542168039583603,0.30360331927845685
267,21.0,0.9,0.3,pow,0.2730749657788033,0.300774700952036
268,21.0,0.9,0.4,exp,0.27691638671569324,0.30564334302676904
269,21.0,0.9,0.4,pow,0.274914683406435,0.30247372699184005
270,21.0,0.9,0.5,exp,0.28018134910015996,0.3073794978587727
271,21.0,0.9,0.5,pow,0.2784582828683873,0.30402101146203736
272,21.0,0.9,0.6,exp,0.28157899477303266,0.3072396365871123
273,21.0,0.9,0.6,pow,0.2835484817164993,0.30705240898904823
274,21.0,1.0,0.1,exp,0.2674977005589371,0.2948683044395759
275,21.0,1.0,0.1,pow,0.2674977005589371,0.29499221553362404
276,21.0,1.0,0.166667,exp,0.2674977005589371,0.2948683044395759
277,21.0,1.0,0.166667,pow,0.2674977005589371,0.29499221553362404
278,21.0,1.0,0.2,exp,0.2674977005589371,0.2948683044395759
279,21.0,1.0,0.2,pow,0.2674977005589371,0.29499221553362404
280,21.0,1.0,0.3,exp,0.2674977005589371,0.2948683044395759
281,21.0,1.0,0.3,pow,0.2674977005589371,0.29499221553362404
282,21.0,1.0,0.4,exp,0.2674977005589371,0.2948683044395759
283,21.0,1.0,0.4,pow,0.2674977005589371,0.29499221553362404
284,21.0,1.0,0.5,exp,0.2674977005589371,0.2948683044395759
285,21.0,1.0,0.5,pow,0.2674977005589371,0.29499221553362404
286,21.0,1.0,0.6,exp,0.2674977005589371,0.2948683044395759
287,21.0,1.0,0.6,pow,0.2674977005589371,0.29499221553362404
288,60.0,0.2,0.1,exp,0.3387753180899957,0.3538612636361635
289,60.0,0.2,0.1,pow,0.26440336427596833,0.2948482419908004
290,60.0,0.2,0.166667,exp,0.3470254467572046,0.3603783215712845
291,60.0,0.2,0.166667,pow,0.26267366293070055,0.2944068799399557
292,60.0,0.3,0.1,exp,0.3289460066932536,0.3450054803315299
293,60.0,0.3,0.1,pow,0.2800236551375949,0.305035433629668
294,60.0,0.3,0.166667,exp,0.33391672963716634,0.3485223929747254
295,60.0,0.3,0.166667,pow,0.2754035197350384,0.30382805118760753
296,60.0,0.3,0.2,exp,0.33622021009060504,0.3502621773757014
297,60.0,0.3,0.2,pow,0.27571047272559707,0.30391169912474636
298,60.0,0.4,0.1,exp,0.31636384411893603,0.3340585530518933
299,60.0,0.4,0.1,pow,0.29106305394371573,0.30989469057391605
300,60.0,0.4,0.166667,exp,0.3227249807591802,0.3378856997777902
301,60.0,0.4,0.166667,pow,0.2897663387110515,0.3093245489761685
302,60.0,0.4,0.2,exp,0.3257516518593405,0.3398718763829715
303,60.0,0.4,0.2,pow,0.28927546564948553,0.30996842494342985
304,60.0,0.4,0.3,exp,0.32877712668742654,0.34227797374033697
305,60.0,0.4,0.3,pow,0.2894033423052383,0.3101805151540813
306,60.0,0.5,0.1,exp,0.3083602130788143,0.3262437153951126
307,60.0,0.5,0.1,pow,0.2921017764105903,0.31102082165121037
308,60.0,0.5,0.166667,exp,0.31145600467118284,0.3281595798596835
309,60.0,0.5,0.166667,pow,0.29282682088848583,0.31255736063779327
310,60.0,0.5,0.2,exp,0.3137378398059105,0.3291549440728065
311,60.0,0.5,0.2,pow,0.29472133390290417,0.3128673053715107
312,60.0,0.5,0.3,exp,0.3200932612514777,0.333523789851618
313,60.0,0.5,0.3,pow,0.2967752637818573,0.3140252271606017
314,60.0,0.5,0.4,exp,0.3234398407509531,0.3355022919926131
315,60.0,0.5,0.4,pow,0.2994232734696772,0.31616550439508156
316,60.0,0.6,0.1,exp,0.3014761198342374,0.3224175052515134
317,60.0,0.6,0.1,pow,0.29104743732779825,0.3102742291614743
318,60.0,0.6,0.166667,exp,0.30344556043959026,0.32369836987559636
319,60.0,0.6,0.166667,pow,0.292344222738218,0.31158532491289265
320,60.0,0.6,0.2,exp,0.3044305697188261,0.32413591660771746
321,60.0,0.6,0.2,pow,0.29311354366563724,0.31231014943851937
322,60.0,0.6,0.3,exp,0.3091956938486331,0.3258579724502227
323,60.0,0.6,0.3,pow,0.29498847634346265,0.31325155712199554
324,60.0,0.6,0.4,exp,0.315858551642854,0.33017599669932995
325,60.0,0.6,0.4,pow,0.29525612827293296,0.31418943563968227
326,60.0,0.6,0.5,exp,0.31867339836977676,0.3323298915408542
327,60.0,0.6,0.5,pow,0.2994738768132411,0.3163569510986813
328,60.0,0.7,0.1,exp,0.2959735964739672,0.3193775057074476
329,60.0,0.7,0.1,pow,0.28359330481584577,0.30553115348039905
330,60.0,0.7,0.166667,exp,0.29747508130987194,0.3199924778631478
331,60.0,0.7,0.166667,pow,0.28937151082569085,0.3102957722504792
332,60.0,0.7,0.2,exp,0.2983599221317857,0.32027702528925667
333,60.0,0.7,0.2,pow,0.29202250475354374,0.3112985260706581
334,60.0,0.7,0.3,exp,0.3001912693281733,0.3218096049158445
335,60.0,0.7,0.3,pow,0.29383862267413113,0.3127540759575616
336,60.0,0.7,0.4,exp,0.30328963836880546,0.3231092161696524
337,60.0,0.7,0.4,pow,0.29660097361066673,0.3134984979317334
338,60.0,0.7,0.5,exp,0.30773163443914126,0.32555311035603046
339,60.0,0.7,0.5,pow,0.29781899278641727,0.31491375938221167
340,60.0,0.7,0.6,exp,0.3129021882064828,0.3291846421746803
341,60.0,0.7,0.6,pow,0.30098047152907603,0.31704041109696063
342,60.0,0.8,0.1,exp,0.2894734609993698,0.3125249525093834
343,60.0,0.8,0.1,pow,0.2790795901416007,0.30418868556397044
344,60.0,0.8,0.166667,exp,0.2906802050564657,0.313689276997383
345,60.0,0.8,0.166667,pow,0.2812120066219318,0.30520458375506637
346,60.0,0.8,0.2,exp,0.29305413264954433,0.31580654696337285
347,60.0,0.8,0.2,pow,0.28126367105882316,0.30504212646687184
348,60.0,0.8,0.3,exp,0.2956064995074914,0.31713502874474836
349,60.0,0.8,0.3,pow,0.28771831201181,0.30955180580331215
350,60.0,0.8,0.4,exp,0.2975634932783523,0.31820801642986346
351,60.0,0.8,0.4,pow,0.2912431816562627,0.31055334807023094
352,60.0,0.8,0.5,exp,0.2987485003038098,0.3192756487571648
353,60.0,0.8,0.5,pow,0.2939973380944684,0.31269055164564247
354,60.0,0.8,0.6,exp,0.30268594695216405,0.3204594312154134
355,60.0,0.8,0.6,pow,0.29573688526698266,0.31388175949908936
356,60.0,0.9,0.1,exp,0.28006369204172404,0.307388484861793
357,60.0,0.9,0.1,pow,0.27303946136056984,0.29930975528729953
358,60.0,0.9,0.166667,exp,0.28237982688387203,0.3085795368939588
359,60.0,0.9,0.166667,pow,0.2740654237389556,0.30088570665953085
360,60.0,0.9,0.2,exp,0.2836727105326798,0.3092468300248351
361,60.0,0.9,0.2,pow,0.2748193776894523,0.30143899458536955
362,60.0,0.9,0.3,exp,0.2868538881438258,0.31029042748869173
363,60.0,0.9,0.3,pow,0.2779299168217991,0.30321726216030875
364,60.0,0.9,0.4,exp,0.2884190681017907,0.31148585394634243
365,60.0,0.9,0.4,pow,0.280355642633636,0.30497794679884194
366,60.0,0.9,0.5,exp,0.29189438847285437,0.3139670304816025
367,60.0,0.9,0.5,pow,0.28182008417992843,0.30616551788710306
368,60.0,0.9,0.6,exp,0.29295982420635236,0.31479289477872724
369,60.0,0.9,0.6,pow,0.28579737453926224,0.30897776990301823
370,60.0,1.0,0.1,exp,0.270763833922176,0.2963170067015965
371,60.0,1.0,0.1,pow,0.270763833922176,0.29572501827223785
372,60.0,1.0,0.166667,exp,0.270763833922176,0.2963170067015965
373,60.0,1.0,0.166667,pow,0.270763833922176,0.29572501827223785
374,60.0,1.0,0.2,exp,0.270763833922176,0.2963170067015965
375,60.0,1.0,0.2,pow,0.270763833922176,0.29572501827223785
376,60.0,1.0,0.3,exp,0.270763833922176,0.2963170067015965
377,60.0,1.0,0.3,pow,0.270763833922176,0.29572501827223785
378,60.0,1.0,0.4,exp,0.270763833922176,0.2963170067015965
379,60.0,1.0,0.4,pow,0.270763833922176,0.29572501827223785
380,60.0,1.0,0.5,exp,0.270763833922176,0.2963170067015965
381,60.0,1.0,0.5,pow,0.270763833922176,0.29572501827223785
382,60.0,1.0,0.6,exp,0.270763833922176,0.2963170067015965
383,60.0,1.0,0.6,pow,0.270763833922176,0.29572501827223785
384,90.0,0.2,0.1,exp,0.3423731785772494,0.3568260885330043
385,90.0,0.2,0.1,pow,0.26343973372683555,0.2946346671873178
386,90.0,0.2,0.166667,exp,0.350528860882106,0.3618425891707137
