,L,mu,theta,forget_func,jaccard_sim
0,100.0,0.15,0.2777777777777778,exp,0.008268210517298619
1,100.0,0.15,0.5555555555555556,exp,0.003505874461974092
2,100.0,0.15,0.8333333333333334,exp,0.0030745426039191183
3,100.0,0.15,1.1111111111111112,exp,0.0023889273186950906
4,100.0,0.15,1.3888888888888888,exp,0.002324849399945892
5,100.0,0.15,1.6666666666666667,exp,0.0023889273186950906
6,100.0,0.15,1.9444444444444446,exp,0.0023889273186950906
7,100.0,0.15,2.2222222222222223,exp,0.0023889273186950906
8,100.0,0.15,2.5,exp,0.0023889273186950906
9,100.0,0.17,0.2777777777777778,exp,0.009032583099716475
10,100.0,0.17,0.5555555555555556,exp,0.003505874461974092
11,100.0,0.17,0.8333333333333334,exp,0.0029066221373281
12,100.0,0.17,1.1111111111111112,exp,0.002295534400680064
13,100.0,0.17,1.3888888888888888,exp,0.002231456481930865
14,100.0,0.17,1.6666666666666667,exp,0.002231456481930865
15,100.0,0.17,1.9444444444444446,exp,0.002231456481930865
16,100.0,0.17,2.2222222222222223,exp,0.002324849399945892
17,100.0,0.17,2.5,exp,0.0023889273186950906
18,100.0,0.19,0.2777777777777778,exp,0.01037577689401641
19,100.0,0.19,0.5555555555555556,exp,0.0036241020433231443
20,100.0,0.19,0.8333333333333334,exp,0.0028425442185789013
21,100.0,0.19,1.1111111111111112,exp,0.002231456481930865
22,100.0,0.19,1.3888888888888888,exp,0.002231456481930865
23,100.0,0.19,1.6666666666666667,exp,0.002275818117988003
24,100.0,0.19,1.9444444444444446,exp,0.002275818117988003
25,100.0,0.19,2.2222222222222223,exp,0.002275818117988003
26,100.0,0.19,2.5,exp,0.002275818117988003
27,100.0,0.2,0.2777777777777778,exp,0.012524983697260525
28,100.0,0.2,0.5555555555555556,exp,0.0036765294313906714
29,100.0,0.2,0.8333333333333334,exp,0.0028425442185789013
30,100.0,0.2,1.1111111111111112,exp,0.002231456481930865
31,100.0,0.2,1.3888888888888888,exp,0.002231456481930865
32,100.0,0.2,1.6666666666666667,exp,0.002275818117988003
33,100.0,0.2,1.9444444444444446,exp,0.002275818117988003
34,100.0,0.2,2.2222222222222223,exp,0.002275818117988003
35,100.0,0.2,2.5,exp,0.002275818117988003
36,100.0,0.21,0.2777777777777778,exp,0.013961749791950612
37,100.0,0.21,0.5555555555555556,exp,0.0038766778157150426
38,100.0,0.21,0.8333333333333334,exp,0.0028425442185789013
39,100.0,0.21,1.1111111111111112,exp,0.002167378563181666
40,100.0,0.21,1.3888888888888888,exp,0.002275818117988003
41,100.0,0.21,1.6666666666666667,exp,0.002275818117988003
42,100.0,0.21,1.9444444444444446,exp,0.002275818117988003
43,100.0,0.21,2.2222222222222223,exp,0.002275818117988003
44,100.0,0.21,2.5,exp,0.002275818117988003
45,100.0,0.23,0.2777777777777778,exp,0.01702720946992045
46,100.0,0.23,0.5555555555555556,exp,0.004061958709731868
47,100.0,0.23,0.8333333333333334,exp,0.002917071767154893
48,100.0,0.23,1.1111111111111112,exp,0.0020786552910673907
49,100.0,0.23,1.3888888888888888,exp,0.0021230169271245283
50,100.0,0.23,1.6666666666666667,exp,0.002275818117988003
51,100.0,0.23,1.9444444444444446,exp,0.002275818117988003
52,100.0,0.23,2.2222222222222223,exp,0.002275818117988003
53,100.0,0.23,2.5,exp,0.002275818117988003
54,100.0,0.24,0.2777777777777778,exp,0.018688015277375795
55,100.0,0.24,0.5555555555555556,exp,0.004108718272062365
56,100.0,0.24,0.8333333333333334,exp,0.0028283484950406175
57,100.0,0.24,1.1111111111111112,exp,0.0020786552910673907
58,100.0,0.24,1.3888888888888888,exp,0.0021230169271245283
59,100.0,0.24,1.6666666666666667,exp,0.0021230169271245283
60,100.0,0.24,1.9444444444444446,exp,0.002275818117988003
61,100.0,0.24,2.2222222222222223,exp,0.002275818117988003
62,100.0,0.24,2.5,exp,0.002275818117988003
63,100.0,0.25,0.2777777777777778,exp,0.020156544947953214
64,100.0,0.25,0.5555555555555556,exp,0.004168248725610008
65,100.0,0.25,0.8333333333333334,exp,0.0028283484950406175
66,100.0,0.25,1.1111111111111112,exp,0.0020786552910673907
67,100.0,0.25,1.3888888888888888,exp,0.0021230169271245283
68,100.0,0.25,1.6666666666666667,exp,0.0021230169271245283
69,100.0,0.25,1.9444444444444446,exp,0.0021230169271245283
