,L,mu,jaccard_sim,rbo,kendall_tau
0,200.0,0.0001,0.4166666666666667,0.4108251768416128,0.5652173913043478
1,200.0,0.00030040160642570284,0.4226190476190476,0.4108251768416128,0.5652173913043478
2,200.0,0.0005008032128514056,0.4226190476190476,0.4109038732690693,0.5652173913043478
3,200.0,0.0007012048192771085,0.4226190476190476,0.411228060247668,0.5675675675675675
4,200.0,0.0009016064257028113,0.42857142857142855,0.411228060247668,0.5652173913043478
5,200.0,0.001102008032128514,0.42857142857142855,0.4109038732690693,0.5714285714285714
6,200.0,0.001302409638554217,0.42857142857142855,0.41173555168292764,0.5714285714285714
7,200.0,0.0015028112449799198,0.42857142857142855,0.4109038732690693,0.5714285714285714
8,200.0,0.0017032128514056226,0.4226190476190476,0.41084706279559213,0.5714285714285714
9,200.0,0.0019036144578313255,0.4226190476190476,0.409734782350483,0.5714285714285714
10,200.0,0.002104016064257028,0.4226190476190476,0.409734782350483,0.5714285714285714
11,200.0,0.0023044176706827307,0.4226190476190476,0.409734782350483,0.5714285714285714
12,200.0,0.0025048192771084336,0.4226190476190476,0.41024686438289376,0.5714285714285714
13,200.0,0.0027052208835341364,0.4226190476190476,0.41024686438289376,0.5714285714285714
14,200.0,0.0029056224899598393,0.4226190476190476,0.41024686438289376,0.5714285714285714
15,200.0,0.003106024096385542,0.4226190476190476,0.41024686438289376,0.5675675675675675
16,200.0,0.003306425702811245,0.4226190476190476,0.41024686438289376,0.5675675675675675
17,200.0,0.003506827309236948,0.4226190476190476,0.41024686438289376,0.5675675675675675
18,200.0,0.0037072289156626506,0.4226190476190476,0.41084706279559213,0.5652173913043478
19,200.0,0.003907630522088354,0.4226190476190476,0.41084706279559213,0.5652173913043478
20,200.0,0.004108032128514056,0.42857142857142855,0.41084706279559213,0.5652173913043478
21,200.0,0.00430843373493976,0.42857142857142855,0.41084706279559213,0.5652173913043478
22,200.0,0.004508835341365462,0.42857142857142855,0.4098677248677248,0.5652173913043478
23,200.0,0.004709236947791165,0.42857142857142855,0.4098677248677248,0.5675675675675675
24,200.0,0.004909638554216868,0.4226190476190476,0.4098677248677248,0.5714285714285714
25,200.0,0.005110040160642571,0.4226190476190476,0.4086273995364904,0.5714285714285714
26,200.0,0.005310441767068273,0.42857142857142855,0.4086273995364904,0.5714285714285714
27,200.0,0.005510843373493977,0.42857142857142855,0.4086273995364904,0.5714285714285714
28,200.0,0.005711244979919679,0.4226190476190476,0.4086273995364904,0.5714285714285714
29,200.0,0.005911646586345382,0.4226190476190476,0.40804538895447984,0.5714285714285714
30,200.0,0.006112048192771085,0.4166666666666667,0.40804538895447984,0.5714285714285714
31,200.0,0.006312449799196788,0.4226190476190476,0.40715488504551,0.5714285714285714
32,200.0,0.0065128514056224905,0.4226190476190476,0.40715488504551,0.5714285714285714
33,200.0,0.006713253012048193,0.4226190476190476,0.40804538895447984,0.5714285714285714
34,200.0,0.006913654618473896,0.4226190476190476,0.40804538895447984,0.5714285714285714
35,200.0,0.007114056224899599,0.4166666666666667,0.40715488504551,0.5714285714285714
36,200.0,0.007314457831325302,0.4166666666666667,0.40715488504551,0.5714285714285714
37,200.0,0.007514859437751004,0.4166666666666667,0.40810407846122126,0.5714285714285714
38,200.0,0.007715261044176708,0.4166666666666667,0.40810407846122126,0.5714285714285714
39,200.0,0.00791566265060241,0.4166666666666667,0.40810407846122126,0.5714285714285714
40,200.0,0.008116064257028112,0.4166666666666667,0.40810407846122126,0.5714285714285714
41,200.0,0.008316465863453816,0.4166666666666667,0.40810407846122126,0.5714285714285714
42,200.0,0.008516867469879518,0.4166666666666667,0.40810407846122126,0.5714285714285714
43,200.0,0.00871726907630522,0.4166666666666667,0.40810407846122126,0.5714285714285714
44,200.0,0.008917670682730923,0.4166666666666667,0.40810407846122126,0.5714285714285714
45,200.0,0.009118072289156627,0.4166666666666667,0.4096913800485229,0.5714285714285714
46,200.0,0.00931847389558233,0.4166666666666667,0.40810407846122126,0.5714285714285714
47,200.0,0.009518875502008032,0.4166666666666667,0.4096913800485229,0.5737704918032787
48,200.0,0.009719277108433734,0.4166666666666667,0.4084215387786816,0.574468085106383
49,200.0,0.009919678714859437,0.4166666666666667,0.4084215387786816,0.574468085106383
50,200.0,0.010120080321285141,0.4166666666666667,0.4084215387786816,0.574468085106383
51,200.0,0.010320481927710843,0.4166666666666667,0.4109038732690693,0.5757575757575758
52,200.0,0.010520883534136546,0.4142156862745098,0.4109038732690693,0.5737704918032787
53,200.0,0.010721285140562248,0.4142156862745098,0.4109038732690693,0.5737704918032787
54,200.0,0.010921686746987952,0.4142156862745098,0.4109038732690693,0.5714285714285714
55,200.0,0.011122088353413655,0.4117647058823529,0.4111236448169659,0.5714285714285714
56,200.0,0.011322489959839357,0.4142156862745098,0.4111236448169659,0.5714285714285714
57,200.0,0.01152289156626506,0.4142156862745098,0.4109038732690693,0.5737704918032787
58,200.0,0.011723293172690764,0.4142156862745098,0.4111236448169659,0.5737704918032787
59,200.0,0.011923694779116466,0.4117647058823529,0.4111236448169659,0.5737704918032787
60,200.0,0.012124096385542169,0.4117647058823529,0.4111236448169659,0.5737704918032787
61,200.0,0.012324497991967871,0.4117647058823529,0.4111236448169659,0.5737704918032787
62,200.0,0.012524899598393575,0.4142156862745098,0.4111236448169659,0.5737704918032787
63,200.0,0.012725301204819277,0.4142156862745098,0.4111236448169659,0.5737704918032787
64,200.0,0.01292570281124498,0.4142156862745098,0.4109038732690693,0.5737704918032787
65,200.0,0.013126104417670682,0.4166666666666667,0.4109038732690693,0.574468085106383
66,200.0,0.013326506024096385,0.4166666666666667,0.4111236448169659,0.574468085106383
67,200.0,0.013526907630522089,0.4166666666666667,0.4111236448169659,0.574468085106383
68,200.0,0.013727309236947791,0.4166666666666667,0.4111236448169659,0.574468085106383
69,200.0,0.013927710843373494,0.4117647058823529,0.41148545031357536,0.5757575757575758
70,200.0,0.014128112449799196,0.4117647058823529,0.4118559565434565,0.5757575757575758
71,200.0,0.0143285140562249,0.4117647058823529,0.4118559565434565,0.5757575757575758
72,200.0,0.014528915662650603,0.4117647058823529,0.4118559565434565,0.5757575757575758
73,200.0,0.014729317269076305,0.4142156862745098,0.41229497206465193,0.5757575757575758
74,200.0,0.014929718875502008,0.4142156862745098,0.41229497206465193,0.574468085106383
75,200.0,0.015130120481927712,0.4142156862745098,0.4128158053979853,0.5789473684210527
76,200.0,0.015330522088353414,0.4166666666666667,0.4128158053979853,0.5789473684210527
77,200.0,0.015530923694779116,0.4142156862745098,0.4128158053979853,0.5757575757575758
78,200.0,0.01573132530120482,0.4142156862745098,0.4128158053979853,0.5789473684210527
79,200.0,0.015931726907630523,0.4117647058823529,0.4128158053979853,0.5789473684210527
80,200.0,0.016132128514056224,0.4117647058823529,0.41321428571428565,0.5789473684210527
81,200.0,0.016332530120481928,0.4117647058823529,0.41321428571428565,0.5789473684210527
