,L,mu,theta,forget_func,jaccard_sim
0,350.0,0.5,0.1,exp,0.3220819109282985
1,350.0,0.5,0.11578947368421054,exp,0.32264852336086286
2,350.0,0.5,0.13157894736842107,exp,0.32314861040932413
3,350.0,0.5,0.1473684210526316,exp,0.32356375115845015
4,350.0,0.5,0.1631578947368421,exp,0.323364123796193
5,350.0,0.5,0.17894736842105266,exp,0.323755610013953
6,350.0,0.5,0.19473684210526318,exp,0.324016643219805
7,350.0,0.5,0.21052631578947373,exp,0.32423904931779407
8,350.0,0.5,0.22631578947368425,exp,0.3244932524189128
9,350.0,0.5,0.24210526315789477,exp,0.3246706989631414
10,350.0,0.5,0.2578947368421053,exp,0.3251242560650698
11,350.0,0.5,0.27368421052631586,exp,0.3253743887979015
12,350.0,0.5,0.2894736842105263,exp,0.325250757507345
13,350.0,0.5,0.3052631578947369,exp,0.32534302971034385
14,350.0,0.5,0.3210526315789474,exp,0.3255538310263529
15,350.0,0.5,0.33684210526315794,exp,0.3256052438277201
16,350.0,0.5,0.3526315789473685,exp,0.32624714302144747
17,350.0,0.5,0.368421052631579,exp,0.3263542045573648
18,350.0,0.5,0.38421052631578956,exp,0.3266179372662644
19,350.0,0.5,0.4,exp,0.3275097569929704
20,350.0,0.5105263157894737,0.1,exp,0.3220449525398875
21,350.0,0.5105263157894737,0.11578947368421054,exp,0.3222344895064512
22,350.0,0.5105263157894737,0.13157894736842107,exp,0.32242860657455463
23,350.0,0.5105263157894737,0.1473684210526316,exp,0.3227864250779064
24,350.0,0.5105263157894737,0.1631578947368421,exp,0.32335206851441367
25,350.0,0.5105263157894737,0.17894736842105266,exp,0.3234539735298135
26,350.0,0.5105263157894737,0.19473684210526318,exp,0.323454072111227
27,350.0,0.5105263157894737,0.21052631578947373,exp,0.3236663742266433
28,350.0,0.5105263157894737,0.22631578947368425,exp,0.3239249000356747
29,350.0,0.5105263157894737,0.24210526315789477,exp,0.32408876274100024
30,350.0,0.5105263157894737,0.2578947368421053,exp,0.3241518305644785
31,350.0,0.5105263157894737,0.27368421052631586,exp,0.3245173243555778
32,350.0,0.5105263157894737,0.2894736842105263,exp,0.3246830150662512
33,350.0,0.5105263157894737,0.3052631578947369,exp,0.32430239222888096
34,350.0,0.5105263157894737,0.3210526315789474,exp,0.32473404187422833
35,350.0,0.5105263157894737,0.33684210526315794,exp,0.32471613378219893
36,350.0,0.5105263157894737,0.3526315789473685,exp,0.3252479851318911
37,350.0,0.5105263157894737,0.368421052631579,exp,0.3258143220364182
38,350.0,0.5105263157894737,0.38421052631578956,exp,0.3260452491678008
39,350.0,0.5105263157894737,0.4,exp,0.3263944712307362
40,350.0,0.5210526315789473,0.1,exp,0.3227512005503621
41,350.0,0.5210526315789473,0.11578947368421054,exp,0.3232071743352001
42,350.0,0.5210526315789473,0.13157894736842107,exp,0.32392606092032095
43,350.0,0.5210526315789473,0.1473684210526316,exp,0.32413432011884136
44,350.0,0.5210526315789473,0.1631578947368421,exp,0.3245765178074764
45,350.0,0.5210526315789473,0.17894736842105266,exp,0.3247595840562391
46,350.0,0.5210526315789473,0.19473684210526318,exp,0.3248919360330322
47,350.0,0.5210526315789473,0.21052631578947373,exp,0.32525390683279454
48,350.0,0.5210526315789473,0.22631578947368425,exp,0.32529201114334466
49,350.0,0.5210526315789473,0.24210526315789477,exp,0.32556128293875014
50,350.0,0.5210526315789473,0.2578947368421053,exp,0.3258551112707912
51,350.0,0.5210526315789473,0.27368421052631586,exp,0.32588522473605563
52,350.0,0.5210526315789473,0.2894736842105263,exp,0.326195450246138
53,350.0,0.5210526315789473,0.3052631578947369,exp,0.32640013310653015
54,350.0,0.5210526315789473,0.3210526315789474,exp,0.32601951026915993
55,350.0,0.5210526315789473,0.33684210526315794,exp,0.326478702493058
56,350.0,0.5210526315789473,0.3526315789473685,exp,0.32659780384203746
57,350.0,0.5210526315789473,0.368421052631579,exp,0.3266255935769969
58,350.0,0.5210526315789473,0.38421052631578956,exp,0.32675224642367384
59,350.0,0.5210526315789473,0.4,exp,0.327289807522733
60,350.0,0.531578947368421,0.1,exp,0.32209770501112883
61,350.0,0.531578947368421,0.11578947368421054,exp,0.32224802367654115
62,350.0,0.531578947368421,0.13157894736842107,exp,0.32271970460897603
63,350.0,0.531578947368421,0.1473684210526316,exp,0.3228149469377017
64,350.0,0.531578947368421,0.1631578947368421,exp,0.3231096943537312
