,L,mu,theta,forget_func,jaccard_sim,rbo
0,1.0,0.002,0.001,exp,0.24917770585779642,0.3062336396170674
1,1.0,0.018915254237288133,0.001,exp,0.19516661093961038,0.2653742925339148
2,1.0,0.018915254237288133,0.01793220338983051,exp,0.3672937641090433,0.37979326310281003
3,1.0,0.03583050847457627,0.001,exp,0.1905860574914688,0.2620364687621702
4,1.0,0.03583050847457627,0.01793220338983051,exp,0.2463194894897519,0.3042909863422953
5,1.0,0.03583050847457627,0.03486440677966102,exp,0.37715897485778194,0.38705387800752616
6,1.0,0.0527457627118644,0.001,exp,0.18672280467877092,0.25784364909140506
7,1.0,0.0527457627118644,0.01793220338983051,exp,0.2257790307913193,0.28933737715181995
8,1.0,0.0527457627118644,0.03486440677966102,exp,0.2696159976921613,0.3190411264001114
9,1.0,0.0527457627118644,0.051796610169491525,exp,0.3845505677716285,0.3900333006727999
10,1.0,0.06966101694915254,0.001,exp,0.18557283217429565,0.2573676590620156
11,1.0,0.06966101694915254,0.01793220338983051,exp,0.21557265832576925,0.2836866927689512
12,1.0,0.06966101694915254,0.03486440677966102,exp,0.24402860352145408,0.30142309319131466
13,1.0,0.06966101694915254,0.051796610169491525,exp,0.2887067459815372,0.3309889983122062
14,1.0,0.06966101694915254,0.06872881355932203,exp,0.38494970554355523,0.3871724780994259
15,1.0,0.08657627118644068,0.001,exp,0.1845206074666322,0.2567690891273864
16,1.0,0.08657627118644068,0.01793220338983051,exp,0.2095920432979651,0.2783590942197253
17,1.0,0.08657627118644068,0.03486440677966102,exp,0.2302374534872604,0.29167088020242565
18,1.0,0.08657627118644068,0.051796610169491525,exp,0.25710396134904495,0.31131643452528945
19,1.0,0.08657627118644068,0.06872881355932203,exp,0.2990052181286671,0.33703444776712127
20,1.0,0.08657627118644068,0.08566101694915254,exp,0.38965101230566845,0.3889942446426481
21,1.0,0.1034915254237288,0.001,exp,0.18370098225030226,0.25616371922644593
22,1.0,0.1034915254237288,0.01793220338983051,exp,0.205235532698739,0.2745000731349287
23,1.0,0.1034915254237288,0.03486440677966102,exp,0.22228305001576343,0.2870572437502081
24,1.0,0.1034915254237288,0.051796610169491525,exp,0.24010743988310224,0.2989502146285456
25,1.0,0.1034915254237288,0.06872881355932203,exp,0.26506927907071903,0.3166245869366932
26,1.0,0.1034915254237288,0.08566101694915254,exp,0.3054094153616815,0.3385427947883539
27,1.0,0.1034915254237288,0.10259322033898305,exp,0.3841272100249739,0.38534871096308515
28,1.0,0.12040677966101694,0.001,exp,0.18256162704146436,0.25563878671934387
29,1.0,0.12040677966101694,0.01793220338983051,exp,0.19984169255232753,0.2715350633207273
30,1.0,0.12040677966101694,0.03486440677966102,exp,0.21484298877728356,0.28171542123970517
31,1.0,0.12040677966101694,0.051796610169491525,exp,0.2306004766237773,0.2924075171711994
32,1.0,0.12040677966101694,0.06872881355932203,exp,0.2480114220679561,0.3035551697725331
33,1.0,0.12040677966101694,0.08566101694915254,exp,0.2743743634610809,0.32130325653783604
34,1.0,0.12040677966101694,0.10259322033898305,exp,0.3111462434734832,0.34102768254308885
35,1.0,0.12040677966101694,0.11952542372881356,exp,0.3811470034764347,0.3846587112409081
36,1.0,0.13732203389830508,0.001,exp,0.1819568161160508,0.25568921794951655
37,1.0,0.13732203389830508,0.01793220338983051,exp,0.19648939704087137,0.2689875999791082
38,1.0,0.13732203389830508,0.03486440677966102,exp,0.21137393722818748,0.2785114566215466
39,1.0,0.13732203389830508,0.051796610169491525,exp,0.22341594532515718,0.28698310662560594
40,1.0,0.13732203389830508,0.06872881355932203,exp,0.23821693349619022,0.2954421932551678
41,1.0,0.13732203389830508,0.08566101694915254,exp,0.25676042930306286,0.30891344080680394
42,1.0,0.13732203389830508,0.10259322033898305,exp,0.2808447745527052,0.3257050502543464
43,1.0,0.13732203389830508,0.11952542372881356,exp,0.31555442065863404,0.3430594356951107
44,1.0,0.13732203389830508,0.13645762711864406,exp,0.3777311755787676,0.379615557272341
45,1.0,0.1542372881355932,0.001,exp,0.1812723407628475,0.2553021658400304
