,L,mu,theta,forget_func,jaccard_sim,rbo
0,1.0,0.003457931034482759,1e-05,exp,0.18469471923663705,0.257083380799932
1,1.0,0.006905862068965518,1e-05,exp,0.18143088313474837,0.25461913671381875
2,1.0,0.006905862068965518,0.003457931034482759,exp,0.24765533278415372,0.3054847746571223
3,1.0,0.010353793103448278,1e-05,exp,0.18078019113944044,0.2542967038440252
4,1.0,0.010353793103448278,0.003457931034482759,exp,0.2271500243306908,0.29091083122462186
5,1.0,0.010353793103448278,0.006905862068965518,exp,0.2802152439630217,0.32597303196492267
6,1.0,0.013801724137931036,1e-05,exp,0.18083455373797264,0.2540186574715792
7,1.0,0.013801724137931036,0.003457931034482759,exp,0.21637456645434425,0.28522377196848264
8,1.0,0.013801724137931036,0.006905862068965518,exp,0.24708136772297604,0.30552740260241934
9,1.0,0.013801724137931036,0.010353793103448278,exp,0.30099937604188315,0.3402710441580332
10,1.0,0.017249655172413794,1e-05,exp,0.1806229761560542,0.25346750845699595
11,1.0,0.017249655172413794,0.003457931034482759,exp,0.21313193586984136,0.28312349158397465
12,1.0,0.017249655172413794,0.006905862068965518,exp,0.2334129755541859,0.2970776421893174
13,1.0,0.017249655172413794,0.010353793103448278,exp,0.2620183045051785,0.3161042889635956
14,1.0,0.017249655172413794,0.013801724137931036,exp,0.3122192080578393,0.34700851561441753
15,1.0,0.020697586206896556,1e-05,exp,0.18050168930987276,0.25398059360257336
16,1.0,0.020697586206896556,0.003457931034482759,exp,0.20887178334134576,0.2792351092918635
17,1.0,0.020697586206896556,0.006905862068965518,exp,0.22591066942150173,0.29020635978399806
18,1.0,0.020697586206896556,0.010353793103448278,exp,0.24619981323844028,0.3052346020472122
19,1.0,0.020697586206896556,0.013801724137931036,exp,0.2782166730646952,0.3245392572206797
20,1.0,0.020697586206896556,0.017249655172413794,exp,0.32259861746635915,0.3523092802409963
21,1.0,0.024145517241379314,1e-05,exp,0.18025226091660734,0.25406792066881806
22,1.0,0.024145517241379314,0.003457931034482759,exp,0.20664350433998147,0.2774994442695253
23,1.0,0.024145517241379314,0.006905862068965518,exp,0.2223829158499034,0.2880155063032144
24,1.0,0.024145517241379314,0.010353793103448278,exp,0.23612207810724553,0.29775393838649844
25,1.0,0.024145517241379314,0.013801724137931036,exp,0.2574824467784488,0.3131102077887104
26,1.0,0.024145517241379314,0.017249655172413794,exp,0.2889207098746152,0.33193989405927543
27,1.0,0.024145517241379314,0.020697586206896556,exp,0.328772060239334,0.35669675914329574
28,1.0,0.027593448275862072,1e-05,exp,0.18070426739646667,0.25431386191515304
29,1.0,0.027593448275862072,0.003457931034482759,exp,0.20276795087589755,0.27364271287362224
30,1.0,0.027593448275862072,0.006905862068965518,exp,0.21662368330484572,0.28523495514639546
31,1.0,0.027593448275862072,0.010353793103448278,exp,0.23175782303795234,0.29399578170265067
32,1.0,0.027593448275862072,0.013801724137931036,exp,0.24559754927193356,0.3043545275508023
