,L,mu,theta,forget_func,jaccard_sim
0,100.0,0.15,0.2777777777777778,exp,0.0
1,100.0,0.15,0.5555555555555556,exp,0.0
2,100.0,0.15,0.8333333333333334,exp,0.0
3,100.0,0.15,1.1111111111111112,exp,0.0
4,100.0,0.15,1.3888888888888888,exp,0.0
5,100.0,0.15,1.6666666666666667,exp,0.0
6,100.0,0.15,1.9444444444444446,exp,0.0
7,100.0,0.15,2.2222222222222223,exp,0.0
8,100.0,0.15,2.5,exp,0.0
9,100.0,0.17,0.2777777777777778,exp,0.0
10,100.0,0.17,0.5555555555555556,exp,0.0
11,100.0,0.17,0.8333333333333334,exp,0.0
12,100.0,0.17,1.1111111111111112,exp,0.0
13,100.0,0.17,1.3888888888888888,exp,0.0
14,100.0,0.17,1.6666666666666667,exp,0.0
15,100.0,0.17,1.9444444444444446,exp,0.0
16,100.0,0.17,2.2222222222222223,exp,0.0
17,100.0,0.17,2.5,exp,0.0
18,100.0,0.19,0.2777777777777778,exp,0.0
19,100.0,0.19,0.5555555555555556,exp,0.0
20,100.0,0.19,0.8333333333333334,exp,0.0
21,100.0,0.19,1.1111111111111112,exp,0.0
22,100.0,0.19,1.3888888888888888,exp,0.0
23,100.0,0.19,1.6666666666666667,exp,0.0
24,100.0,0.19,1.9444444444444446,exp,0.0
25,100.0,0.19,2.2222222222222223,exp,0.0
26,100.0,0.19,2.5,exp,0.0
27,100.0,0.2,0.2777777777777778,exp,0.0
28,100.0,0.2,0.5555555555555556,exp,0.0
29,100.0,0.2,0.8333333333333334,exp,0.0
30,100.0,0.2,1.1111111111111112,exp,0.0
31,100.0,0.2,1.3888888888888888,exp,0.0
32,100.0,0.2,1.6666666666666667,exp,0.0
33,100.0,0.2,1.9444444444444446,exp,0.0
34,100.0,0.2,2.2222222222222223,exp,0.0
35,100.0,0.2,2.5,exp,0.0
36,100.0,0.21,0.2777777777777778,exp,0.0
37,100.0,0.21,0.5555555555555556,exp,0.0
38,100.0,0.21,0.8333333333333334,exp,0.0
39,100.0,0.21,1.1111111111111112,exp,0.0
40,100.0,0.21,1.3888888888888888,exp,0.0
41,100.0,0.21,1.6666666666666667,exp,0.0
42,100.0,0.21,1.9444444444444446,exp,0.0
43,100.0,0.21,2.2222222222222223,exp,0.0
44,100.0,0.21,2.5,exp,0.0
45,100.0,0.23,0.2777777777777778,exp,0.0
