,L,mu,theta,forget_func,jaccard_sim,rbo,kendall_tau
221,1.0,0.08965621,0.0666666667,exp,0.2949572776783665,0.34328695934084535,0.3055248622149527
222,1.0,0.08965621,0.06872881,exp,0.2997962032428347,0.3456879829141597,0.30606816168719986
223,1.0,0.08965621,0.07586448,exp,0.32386190407311816,0.35800194321400614,0.3214461759438973
224,1.0,0.08965621,0.07931241,exp,0.333857629170421,0.36195970529791294,0.3269774926259383
225,1.0,0.08965621,0.08276034,exp,0.3501737287088865,0.3690164069412015,0.3286146407413816
226,1.0,0.08965621,0.08566102,exp,0.373568733561114,0.38404998614394664,0.35571572949409164
227,1.0,0.08965621,0.08620828,exp,0.37726291556546454,0.3861641673202394,0.3561090703770079
228,1.0,0.09310414,0.0001,exp,0.1829907119301242,0.25860681321730866,0.17024246063735182
229,1.0,0.09310414,0.001,exp,0.18689483236496274,0.2617193324114533,0.17678027179357844
230,1.0,0.09310414,0.01035379,exp,0.2001535603749142,0.27522482736994336,0.19690547495498353
231,1.0,0.09310414,0.01380172,exp,0.20463075230259178,0.27880597144351277,0.20189439956879088
232,1.0,0.09310414,0.01724966,exp,0.21056403431349283,0.2808019518440176,0.20516073144368646
233,1.0,0.09310414,0.0179322,exp,0.2115426083055505,0.2816716886554136,0.20678271787940275
234,1.0,0.09310414,0.02069759,exp,0.21452894271076403,0.28487658247413383,0.21319732718138343
235,1.0,0.09310414,0.02414552,exp,0.21767349034118932,0.2870731044655082,0.21698126103341955
236,1.0,0.09310414,0.02759345,exp,0.22080739936768917,0.2903947204574346,0.22832013423091735
237,1.0,0.09310414,0.03104138,exp,0.22533630087528553,0.292641655841349,0.23227265292480131
238,1.0,0.09310414,0.0333333333,exp,0.22848912887965828,0.29393659310636416,0.23055977601576313
239,1.0,0.09310414,0.03448931,exp,0.22943051443712764,0.29421690520934646,0.23015918617998843
240,1.0,0.09310414,0.03486441,exp,0.22984251004349432,0.2941248067700282,0.22911739063497785
241,1.0,0.09310414,0.03793724,exp,0.2339956433290214,0.29737360480344754,0.23462309930190436
242,1.0,0.09310414,0.04138517,exp,0.2370675401141818,0.2999966379174915,0.237539714954467
243,1.0,0.09310414,0.05179661,exp,0.2534056977336636,0.3109798640735849,0.2524180667820833
244,1.0,0.09310414,0.0666666667,exp,0.28499843254203633,0.33770619894064785,0.29393535069129534
245,1.0,0.09310414,0.06872881,exp,0.2923460474981157,0.34117954097473435,0.30327748858133524
246,1.0,0.09310414,0.07586448,exp,0.3123410686774935,0.3531140596250263,0.31395881639834794
247,1.0,0.09310414,0.07931241,exp,0.3261782241899425,0.35926854269728564,0.32378424117341115
