,L,mu,theta,forget_func,jaccard_sim
0,14.583333333333334,0.5,0.1,exp,0.2857142857142857
1,14.583333333333334,0.5,0.11578947368421054,exp,0.2857142857142857
2,14.583333333333334,0.5,0.13157894736842107,exp,0.28801843317972353
3,14.583333333333334,0.5,0.1473684210526316,exp,0.2903225806451613
4,14.583333333333334,0.5,0.1631578947368421,exp,0.29411764705882354
5,14.583333333333334,0.5,0.17894736842105266,exp,0.3021739130434783
6,14.583333333333334,0.5,0.19473684210526318,exp,0.30434782608695654
7,14.583333333333334,0.5,0.21052631578947373,exp,0.30434782608695654
8,14.583333333333334,0.5,0.22631578947368425,exp,0.30434782608695654
9,14.583333333333334,0.5,0.24210526315789477,exp,0.30434782608695654
10,14.583333333333334,0.5,0.2578947368421053,exp,0.3060200668896321
11,14.583333333333334,0.5,0.27368421052631586,exp,0.3060200668896321
12,14.583333333333334,0.5,0.2894736842105263,exp,0.3076923076923077
13,14.583333333333334,0.5,0.3052631578947369,exp,0.3333333333333333
14,14.583333333333334,0.5,0.3210526315789474,exp,0.3333333333333333
15,14.583333333333334,0.5,0.33684210526315794,exp,0.3333333333333333
16,14.583333333333334,0.5,0.3526315789473685,exp,0.3333333333333333
17,14.583333333333334,0.5,0.368421052631579,exp,0.3333333333333333
18,14.583333333333334,0.5,0.38421052631578956,exp,0.3333333333333333
19,14.583333333333334,0.5,0.4,exp,0.3333333333333333
20,14.583333333333334,0.5105263157894737,0.1,exp,0.2857142857142857
21,14.583333333333334,0.5105263157894737,0.11578947368421054,exp,0.28801843317972353
22,14.583333333333334,0.5105263157894737,0.13157894736842107,exp,0.28801843317972353
23,14.583333333333334,0.5105263157894737,0.1473684210526316,exp,0.2903225806451613
24,14.583333333333334,0.5105263157894737,0.1631578947368421,exp,0.2903225806451613
25,14.583333333333334,0.5105263157894737,0.17894736842105266,exp,0.29411764705882354
26,14.583333333333334,0.5105263157894737,0.19473684210526318,exp,0.3
27,14.583333333333334,0.5105263157894737,0.21052631578947373,exp,0.30434782608695654
28,14.583333333333334,0.5105263157894737,0.22631578947368425,exp,0.30434782608695654
29,14.583333333333334,0.5105263157894737,0.24210526315789477,exp,0.3060200668896321
30,14.583333333333334,0.5105263157894737,0.2578947368421053,exp,0.3076923076923077
31,14.583333333333334,0.5105263157894737,0.27368421052631586,exp,0.3090185676392573
32,14.583333333333334,0.5105263157894737,0.2894736842105263,exp,0.3076923076923077
33,14.583333333333334,0.5105263157894737,0.3052631578947369,exp,0.3103448275862069
34,14.583333333333334,0.5105263157894737,0.3210526315789474,exp,0.3218390804597701
35,14.583333333333334,0.5105263157894737,0.33684210526315794,exp,0.3333333333333333
36,14.583333333333334,0.5105263157894737,0.3526315789473685,exp,0.3333333333333333
37,14.583333333333334,0.5105263157894737,0.368421052631579,exp,0.3333333333333333
38,14.583333333333334,0.5105263157894737,0.38421052631578956,exp,0.3333333333333333
39,14.583333333333334,0.5105263157894737,0.4,exp,0.3333333333333333
40,14.583333333333334,0.5210526315789473,0.1,exp,0.2857142857142857
41,14.583333333333334,0.5210526315789473,0.11578947368421054,exp,0.2857142857142857
42,14.583333333333334,0.5210526315789473,0.13157894736842107,exp,0.2903225806451613
43,14.583333333333334,0.5210526315789473,0.1473684210526316,exp,0.2903225806451613
44,14.583333333333334,0.5210526315789473,0.1631578947368421,exp,0.2903225806451613
45,14.583333333333334,0.5210526315789473,0.17894736842105266,exp,0.2903225806451613
46,14.583333333333334,0.5210526315789473,0.19473684210526318,exp,0.29411764705882354
47,14.583333333333334,0.5210526315789473,0.21052631578947373,exp,0.29705882352941176
48,14.583333333333334,0.5210526315789473,0.22631578947368425,exp,0.3021739130434783
49,14.583333333333334,0.5210526315789473,0.24210526315789477,exp,0.30434782608695654
50,14.583333333333334,0.5210526315789473,0.2578947368421053,exp,0.3060200668896321
51,14.583333333333334,0.5210526315789473,0.27368421052631586,exp,0.3076923076923077
52,14.583333333333334,0.5210526315789473,0.2894736842105263,exp,0.3090185676392573
53,14.583333333333334,0.5210526315789473,0.3052631578947369,exp,0.3090185676392573
54,14.583333333333334,0.5210526315789473,0.3210526315789474,exp,0.3090185676392573
55,14.583333333333334,0.5210526315789473,0.33684210526315794,exp,0.3333333333333333
56,14.583333333333334,0.5210526315789473,0.3526315789473685,exp,0.3333333333333333
57,14.583333333333334,0.5210526315789473,0.368421052631579,exp,0.3333333333333333
58,14.583333333333334,0.5210526315789473,0.38421052631578956,exp,0.3333333333333333
59,14.583333333333334,0.5210526315789473,0.4,exp,0.3333333333333333
60,14.583333333333334,0.531578947368421,0.1,exp,0.2857142857142857
61,14.583333333333334,0.531578947368421,0.11578947368421054,exp,0.2857142857142857
62,14.583333333333334,0.531578947368421,0.13157894736842107,exp,0.2903225806451613
63,14.583333333333334,0.531578947368421,0.1473684210526316,exp,0.2903225806451613
64,14.583333333333334,0.531578947368421,0.1631578947368421,exp,0.2903225806451613
65,14.583333333333334,0.531578947368421,0.17894736842105266,exp,0.2903225806451613
66,14.583333333333334,0.531578947368421,0.19473684210526318,exp,0.2903225806451613
67,14.583333333333334,0.531578947368421,0.21052631578947373,exp,0.29411764705882354
68,14.583333333333334,0.531578947368421,0.22631578947368425,exp,0.29705882352941176
