,beta,jaccard_sim,rbo
0,2.4473014582517484e-18,0.33772716819540255,0.3643882742640477
1,4.1894442245214644e-17,0.33772716819540255,0.3643882742640477
2,9.710854066232832e-15,0.33772716819540255,0.3643882742640477
3,1.4624756081691303e-14,0.33772716819540255,0.3643882742640477
4,8.082983150493081e-12,0.33772716819540255,0.3643882742640477
5,1.0819859144315856e-11,0.33772716819540255,0.3643882742640477
6,1.303352062627871e-11,0.33772716819540255,0.3643882742640477
7,2.170021687118318e-11,0.33772716819540255,0.3643882742640477
8,5.191861245024882e-11,0.33772716819540255,0.3643882742640477
9,5.865167118784158e-10,0.33837068977046836,0.3648591475803483
10,9.405508716145149e-10,0.3384097302456256,0.365006823660096
11,1.2614899281603636e-09,0.3383944912864973,0.36504245873179186
12,1.644812453752465e-09,0.33875566346280794,0.3651444226726407
13,2.7823254325838603e-09,0.33805170028066694,0.36543868171238386
14,7.334002658165925e-09,0.34080859209312714,0.36787366608552435
15,9.17448265098946e-09,0.34230387895462777,0.36844404411707643
16,1.4843776136996765e-08,0.3460172867235821,0.37001170578050085
17,2.7287171703230416e-08,0.34925060206242736,0.37162504259224144
18,3.1226815691406065e-08,0.351402605548736,0.3732254204369363
19,3.477575420972349e-08,0.3532034845161876,0.37470165911416986
20,3.4939933204416826e-08,0.35345014598193036,0.3748295858523718
21,9.73033560551029e-08,0.37339344274222375,0.39056507668065704
22,1.727783669093079e-07,0.38356083733796614,0.39618234705022237
23,1.7789453085498048e-07,0.3844496405940179,0.39600646297182596
24,2.667836493241579e-07,0.3845181341724535,0.3938311820367064
25,3.0512117494279737e-07,0.3825154533109995,0.3930966675316111
26,3.468559590648487e-07,0.38427518848481634,0.3938201862901931
27,4.3256165450044207e-07,0.3786850861148488,0.390044898041375
28,1.0799756733629055e-06,0.3703275789118244,0.3805659185135793
29,1.3661002169824003e-06,0.3659823059439447,0.37877111517143336
30,1.4376399176778157e-06,0.36177383501989707,0.3759733397891594
31,2.367667779912e-06,0.3431774380184114,0.3601253758489686
32,8.306161402396829e-06,0.3093306444443912,0.3320019227801515
33,1.0291864723352642e-05,0.3054370707155012,0.32939903563792766
34,1.2721057046884957e-05,0.30482861360831476,0.327307841221497
35,1.3877832811782249e-05,0.3030338756986671,0.32625497137759346
36,1.597424946392761e-05,0.3012706381576896,0.3240374114780904
37,2.1317688489062266e-05,0.2973208257305464,0.3227000089828875
38,2.481789492045916e-05,0.29515017615435474,0.32070184904702087
39,2.7275804759136204e-05,0.2945162536271051,0.3189230066715062
40,2.9048175667182475e-05,0.29481691632133156,0.318178304077687
41,4.4884320693436764e-05,0.29263786637177164,0.3151067122224618
42,5.299852295998328e-05,0.293693246262944,0.3145596550795715
43,6.580483309954681e-05,0.2934476820441459,0.31478068201130616
44,7.772314255729061e-05,0.28997270299343886,0.3123760860170719
45,9.384252933939107e-05,0.2891880195058237,0.3117822735725743
46,0.00011149621500004288,0.2902622514311848,0.31193476791135893
47,0.00018884228514602798,0.2897467719686178,0.3099245725457346
48,0.0002780904924701676,0.28674016870661234,0.30769353541802513
49,0.0003336782755678131,0.2854991838378209,0.3059606957351577
50,0.0003390251163974133,0.2854991838378209,0.3058813170143843
51,0.00036148734001102115,0.28691261139965835,0.3070783632912966
52,0.00040206449500880537,0.2861764012173006,0.3069865915349821
53,0.00042458268144265947,0.28553511082336,0.3064431095926898
54,0.00048145872579254736,0.28356447827884945,0.3056209826200042
55,0.0004857389365470689,0.28356447827884945,0.305602136256159
56,0.0005743086431107071,0.28122068857219684,0.30414704078691
57,0.0006113485281368961,0.28003524348615483,0.3026264424719333
58,0.0009629009763495132,0.2743935594361868,0.300391788093701
59,0.0010008258416051687,0.2737051353493912,0.29987303809588833
60,0.001399934568247058,0.26411886575684673,0.2978320697140873
61,0.00177169314195051,0.25328638241958734,0.29355806660583533
62,0.002357025374463413,0.24111337574744646,0.2874657127476307
63,0.002468102835881146,0.2392659331203042,0.2869827053789537
64,0.003083457711489889,0.23014690615841096,0.28299383068157613
65,0.003347303064717096,0.2243321895243726,0.2801297622779835
66,0.0037242952862750756,0.21901959268561227,0.2775114303739728
67,0.0037865143249453366,0.21840151566696203,0.2772760847580084
68,0.004081857986452269,0.2153972796712933,0.2759107675506813
69,0.004133866788065185,0.2164508142901831,0.27734797588294274
70,0.005328851132573566,0.19707042599070287,0.2633245376510883
71,0.005754984322790795,0.19134460224370087,0.2593227669045447
72,0.0060139801771281675,0.18918380516166086,0.2583053685406008
